List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2020/03,"Adams, Lyssa Kay",Undercover Bromance,3/10/2020,Berkley Jove,9781984806116,,,,,,"""Take one romance-reading hero, his bromance book club, and add a wickedly strong heroine. This one strikes the right balance of snark, heart, and humor. For fans of Alexa Martin and Julie James.""","Jennifer Asimakopoulos, Indian Prairie Public Library, Darien, IL",,,,,,,,,,,
2020/03,"Bohjalian, Chris",The Red Lotus: A Novel,3/17/2020,Doubleday,9780385544801,,x,,,,"""In the aftermath of her boyfriend’s disappearance in contemporary Vietnam, a New York ER doctor discovers the shocking truth about his secret life. This is an exciting edge-of-your-seat thriller that will keep you reading well into the night.”","Marion Sheehan, Canterbury Public Library, Canterbury, CT",,,,,,,,,,,
2020/03,"Fowler, Therese Anne",A Good Neighborhood,3/10/2020,St. Martin's Press,9781250237279,,,x,,,"“When a local businessman removes several old trees to build a mini-mansion, he isn't seen favorably by his new neighbor Valerie, an ecology professor. When their teenagers begin to secretly date you know it's not going to end well. Told from multiple viewpoints (including the neighborhood chorus), this heart-wrenching novel explores class, race, and what it means to be a good neighbor. For those who enjoyed Commonwealth, The Hate U Give, and A Place for Us.""","Alissa Williams, Morton Public Library, Morton, IL",,,,,,,,,,,
2020/03,"Harrison, Rachel",The Return,3/24/2020,Berkley,9780593098660,,,x,,,"""The story of a creepy hotel, a mysterious disappearance and reappearance, and the complexities of friendships. For fans of Stephen King and Thomas Harris.""","Kate Currie, Hennepin County Library, Hennepin County, MN",,,,,,,,,,,
2020/03,"Lauren, Christina",The Honey-Don't List,3/24/2020,Gallery Books,9781982145217,,x,,,,"“Imagine a world in which two HGTV-style design gurus have a terrible marriage and their assistants have to keep everything from falling apart. This is a super-fun, fast, and easy read.”","Maria Maia, River Forest Public Library, River Forest, IL",,,,,,,,,,,
2020/03,"McFarlane, Mhairi",If I Never Met You: A Novel,3/24/2020,William Morrow Paperbacks,9780062958501,,,,,,"“When Jamie and Laurie become trapped in an elevator, they conjure up a fake relationship in order to get what they want from work and make an ex jealous.They end up falling for each other...but can they trust it? An enjoyable romance with characters you care about. For readers who liked Not the Girl You Marry and The Flatshare.”","Melissa Stumpe, Johnson County Public Library, Greenwood, IN",,,,,,,,,,,
2020/03,"Raybourn, Deanna",A Murderous Relation,3/10/2020,Berkley,9780451490742,,,,,,"""Veronica Speedwell and her partner, Stoker, find themselves involved in a mystery that coincides with the killing spree of Jack the Ripper. For fans of the Ladies Travelers Guide series and the Amelia Peabody mysteries.""","Stacy Tomaszewski, Alameda County Library, San Jose, CA",,,,,,,,,,,
2020/03,"Russell, Kate Elizabeth",My Dark Vanessa: A Novel,3/10/2020,William Morrow,9780062941503,x,,x,,,"“A Lolita for the #MeToo era, it’s unsettling, but not necessarily for the reasons you might think. The narrative shifts from 2000, when Vanessa gains admission to an elite New England prep school, to 2017, when she tries to come to terms with her experience, her role in it, how it’s affecting her present, and the choices she faces to find resolution and move forward. For fans of Notes on a Scandal (Heller), Trust Exercise (Choi), and His Favorites (Walbert).”","Michelle Sampson, York Public Library, York, ME",,,,,,,,,,,
2020/03,"Serle, Rebecca",In Five Years: A Novel,3/10/2020,Atria Books,9781982137441,,,,,,"""An ambitious young lawyer disregards a prophetic dream that doesn’t fit into her five-year plan until she meets the man of her dreams five years later. Love has a plan of its own. For readers who enjoyed Remember Me by Sophie Kinsella, You Were There Too by Colleen Oakley and The Wedding Party by Jasmine Guillory.""","Kristin Friberg, Princeton Public Library, Princeton, NJ",,,,,,,,,,,
2020/03,"Silver, Josie",The Two Lives of Lydia Bird: A Novel,3/3/2020,Ballantine Books,9780593135235,,,,,,"""A beautifully written exploration of heartbreak and grief, that takes place over the course of 18 months after Lydia loses her fiance Freddie in a tragic accident. For fans of Me Before You by Jojo Moyes and I Almost Forgot About You by Terry McMillan.""","Ashley Giangregorgio, Virginia Beach Public Library, Virginia Beach, VA",,,,,,,,,,,
2020/03,"St. John Mandel, Emily",The Glass Hotel: A Novel,3/24/2020,Knopf,9780525521143,,,,,,"“A gorgeously written, immersive book about how easy it is to cross lines into questionable moral territory. At its center is Vincent, who loses her mother when she's 13 and as an adult makes her way into the heart of the Country of Money in New York City. Narrated by a number of well-drawn characters in a shifting timeline. For fans of A Visit from the Goon Squad and The Goldfinch.”","Diana Armstrong, Multnomah County Library, Portland, OR",,,,,,,,,,,
2020/03,"Swanson, Peter",Eight Perfect Murders: A Novel,3/3/2020,William Morrow,9780062838209,,x,,,,"""Malcolm writes a blog post about eight crime novels featuring “perfect” murders. Years later, an FBI agent tells him a killer is mimicking the books on his list. In an homage to classic mysteries, Swanson creates an artful tale of murder.""","Amy Whitfield, Cary Regional Library, Cary NC",,,,,,,,,,,
2020/03,"Wrobel, Stephanie",Darling Rose Gold,3/17/2020,Berkley,9780593100066,,,x,,,"“Terrific psychological suspense based on an actual case where a mother deliberately made her daughter sick for years. The story is told in alternating perspectives from the points of view of Rose Gold and her mother, Patty, complex characters who are masterfully drawn, seeming sympathetic at some points and unsympathetic in others. For readers who liked The Silent Patient and The Execution of Noa P. Singleton.”","Alice Kober, Arapahoe Library District, Englewood, CO",,,,,,,,,,,
2020/02,  February 2020,,,,,,,,,,,,,,,,,,,,,,
2020/02,"Dillon, Alena",Mercy House: A Novel,2/11/2020,William Morrow Paperbacks,9780062914804,,,x,,,"“Mercy House, a battered women’s shelter run by nuns, is being investigated by an arrogant bishop and threatened by a violent gang leader. In a world full of predators, Sister Evelyn protects her traumatized and diverse flock of women with everything she’s got. She is a rousing, radical, literary hero of heart-stirring courage. Give to fans of Elizabeth Berg and Anita Diamant.”","Jill Minor, Washington County Public Library, Abingdon, VA",,,,,,,,,,,
2020/02,"Krivak, Andrew",The Bear,2/11/2020,Bellevue Literary Press,9781942658702,,,,,,"“A young girl and her father live alone in a mountain forest that fronts a lake in a devastated world. She learns from him how to live off the land, hunting for food and finding shelter. The Bear is the moving story of a journey they make together to the ocean, and the bear who helps her find her way back home. For fans of The Dog Stars (Heller) and The Road (McCarthy).”","Sandy Jones Boyd, Mountain Regional Public Library, Young Harris, GA",,,,,,,,,,,
2020/02,"Kubica, Mary",The Other Mrs.: A Novel,2/18/2020,Park Row,9780778369110,,,,,,"Sadie, Will, and their two children move to Maine following Will’s sister’s suicide, to care for her teenage daughter Imogen. Soon after, a strange murder happens in the house across the street. The family’s past is revealed along with the unraveling of the neighbor’s murder. For fans of You by Caroline Kepnes as well as the Netflix show.""","Christine Edgar, Farmington Libraries, Farmington, CT",,,,,,,,,,,
2020/02,"Larson, Erik","The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",2/25/2020,Crown,9780385348713,,,,,,"""Once again Erik Larson's new book is nonfiction that is as hard to put down as the best fiction. The Splendid and the Vile recounts the early days of Churchill as prime minister when France fell to Germany and the British Empire stood alone against Hitler. For readers who like John M. Barry [The Great Influenza] and David King [Death in the City of Light.]""","Celia Morse, Berkley Public Library, Berkley, MI",,,,,,,,,,,
2020/02,"Maher, Kerri",The Girl in White Gloves: A Novel of Grace Kelly,2/25/2020,Berkley,9780451492074,,,,,,"“An interesting, fictional take on the life of one of America’s favorite actresses, Grace Kelly. She struggles to break free from controlling parents and forge her own life. Although she marries her prince, the confinements of her marriage contract assure that she never truly succeeds at happily ever after. For readers who liked The Girls in the Picture (Benjamin) and A Touch of Stardust (Alcott).”","Debbie Lease, Hillsdale Public Library, Hillsdale, NJ",,,,,,,,,,,
2020/02,"Montimore, Margarita",Oona Out of Order,2/25/2020,Flatiron Books,9781250236609,,,x,,,"During the New Year countdown, 19-year-old Oona Lockhart faints and wakes up in her 51-year-old body. I can't wait for my bookish friends to read this time-jumping debut novel so we can discuss it. For fans of Audry Niffenegger, Taylor Jenkins Reid, and Liane Moriarty.","Darla Dykstra, Mid-Continent Public Library, Independence, MO",,,,,,,,,,,
2020/02,"Pooley, Claire",The Authenticity Project: A Novel,2/4/2020,Pamela Dorman Books,9781984878618,x,,x,,,"“Julian, Monica, and others present themselves publicly in one way, but their entries in an Authenticity Project notebook reveal them to be more insecure, eager to change, and ultimately more interesting. A heartwarming story about how not everyone tells the truth about who they are. For fans of The School of Essential Ingredients, The Unlikely Pilgrimage of Harold Fry, and A Man Called Ove.”","Maggie Holmes, Richards Memorial Library, North Attleboro, MA",,,,,,,,,,,
2020/02,"Robb, J.D.",Golden in Death: An Eve Dallas Novel,2/4/2020,St. Martin's Press,9781250207203,,,,,,"“Hard to believe that this is #50 in this series. Even harder to believe that the stories remain fresh and the characters compelling, but it does not disappoint. There's a satisfying path to solving the very distressing murders, and particular pleasure in seeing the characters continue to change and grow. For fans of the In Death series, Linda Howard, and Lisa Gardner.”","Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2020/02,"Schaitkin, Alexis",Saint X,2/18/2020,Celadon Books,9781250219596,,,x,,,"""Claire was a child when her much older sister Allison died and there are many gaps in her knowledge of who Alison was and how she died. This is a deep character study and a story about obsession, grief, and finding a path after loss. For readers who enjoyed What We Lose by Zinzi Clemmons and The Other Americans by Laila Lalami.""","Rebecca Swanson, Fitchburg Public Library, Fitchburg, MA",,,,,,,,,,,
2020/02,"Sosa, Mia",The Worst Best Man: A Novel,2/4/2020,Avon,9780062909879,,,,,,"""A classic enemies to lovers plot told from the perspective of both sides of the would-be couple, both likable and the chemistry between the two was well-written and believable. For fans of Red, White & Royal Blue and The Wedding Party.""","Karma Campbell, Catoosa Public Library, Catoosa, OK",,,,,,,,,,,
2020/02,"St. James, Simone",The Sun Down Motel,2/18/2020,Berkley,9780440000174,,x,,,,"""Another chilling ghost story from St. James, who seems to surpass the level of shiver with each book. A young woman uncovers old secrets and stirs up vengeful ghosts when she travels to upstate New York in search of an aunt who disappeared 35 years earlier.""","Patricia Uttaro, Monroe County Library System, Rochester, NY",,,,,,,,,,,
2020/01, January 2020,,,,,,,,,,,,,,,,,,,,,,
2020/01,"Allende, Isabel",A Long Petal of the Sea: A Novel,1/20/2020,Ballantine Books,9781984820150,,x,,,,"“A sweeping epic grounded in fact: In 1939, a Spanish family escapes the brutal rise of Franco and is brought by poet Pablo Neruda to Chile, only to see that country fall to its own dictatorial regime. Allende shows how, in an often cruel world, refugees can find homes in the hearts of one another. A profound and satisfying novel.”","Jill Minor, Washington County Public Library, Abingdon, VA",,,,,,,,,,,
