List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2019/01,"Barton, Fiona",The Suspect,1/22/2019,Berkley,9781101990513,,,,,Suspense/Thriller,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2019/01,"Benedict, Marie",The Only Woman in the Room,1/8/2019,Sourcebooks Landmark,9781492666868,,x,,,Historical Fiction,,"Alissa Williams, Morton Public Library, Morton, IL",,,,,,,,,,,
2019/01,"Bradley, Alan",The Golden Tresses: A Flavia de Luce Novel,1/22/2019,Delacorte Press, 9780345540027,,x,,,Mystery,,"Abby Hardison, Rowan Public Library, Salisbury, NC",,,,,,,,,,,
2019/01,Greer Hendricks & Sarah Pekkanen,An Anonymous Girl,1/8/2019,St. Martin's Press,9781250133731,,,,,Suspense/Thriller,,"Annice Sevett, Albert Lea Public Library, Albert Lea, MN",,,,,,,,,,,
2019/01,"Jewell, Lisa",Watching You,12/26/2018,Atria Books,9781501190070,,,,,Suspense/Thriller,,"Cyndi Larsen, Avon Free Public Library, Avon, CT",,,,,,,,,,,
2019/01,"Johnston, Tim",The Current: A Novel,1/22/2019,Algonquin Books,9781616206772,,,,,Suspense/Thriller,,"Shellie Taylor, Iredell County Public Library, Statesville, NC",,,,,,,,,,,
2019/01,"Kamal, Soniah",Unmarriageable,1/15/2019,Ballantine Books,9781524799717,,,,,Romance,,"Kristen Gramer, Lewes Public Library, Lewes, DE",,,,,,,,,,,
2019/01,"Lauren, Christina",My Favorite Half-Night Stand,12/4/2018,Gallery Books,9781501197406,,,,,Romance,,"Kelsey Hudson, Middleton Public Library, Middleton, WI",,,,,,,,,,,
2019/01,"Lundberg, Sofia",The Red Address Book,1/8/2018,Houghton Mifflin Harcourt,9781328473011,,,x,,Historical Fiction,,"Brenda O’Brien, Woodridge Public Library, Woodridge, IL",,,,,,,,,,,
2019/01,"McGuire, Seanan",In An Absent Dream,1/8/2019,Tor.com,9780765399298,,x,,,SF/Fantasy,,"Sharon Layburn, South Huntington Public Library,Huntington Station, NY",,,,,,,,,,,
2019/01,"Rous, Emma",The Au Pair,1/8/2019,Berkley,9780440000457,,,x,,Suspense/Thriller,,"Selena Swink, Lake Public Library, Lake, MS",,,,,,,,,,,
2019/01,"Setterfield, Diane",Once Upon a River: A Novel,12/4/2018,Atria/Emily Bestler,9780743298070,x,,,,Suspense/Thriller,,"Melanie Liechty, Logan Library, Logan, UT",,,,,,,,,,,
2019/01,"Walker, Karen Thompson",The Dreamers: A Novel,1/15/2019,Random House,9780812994162,,,,,SF/Fantasy,,"Cari Dubiel, Twinsburg Public Library, Twinsburg, OH",,,,,,,,,,,
2018/11,  November 2018,,,,,,,,,,,,,,,,,,,,,,
2018/11,"Balogh, Mary",Someone to Trust: A Westcott Novel,11/27/2018,Berkley/Jove,9780399586101,,,,,Historical Fiction,,"Kathy Setter, Indianhead Federated Library System, Eau Claire, WI",,,,,,,,,,,
2018/11,"Berg, Elizabeth",Night of Miracles: A Novel,11/13/2018,Random House,9780525509509,,x,,,Romance,,"Claudia Silk, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2018/11,"Boyne, John",A Ladder to the Sky: A Novel,11/13/2018,Hogarth,9781984823014,,,,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2018/11,"Braithwaite, Oyinkan","My Sister, the Serial Killer: A Novel",11/20/2018,Doubleday,9780385544238,x,,x,2019,Suspense/Thriller,,"Lisa Hoffman, Bloomfield Public Library, Bloomfield NJ",,,,,,,,,,,
2018/11,"Carrasco, Katrina",The Best Bad Things: A Novel,11/6/2018,"MCD/Farrar, Straus & Giroux",9780374123697,,,x,,Mystery,,"Joseph Jones, Cuyahoga County Public Library, Cuyahoga, OH",,,,,,,,,,,
2018/11,"Child, Lee",Past Tense: A Jack Reacher Novel,11/5/2018,Delacorte Press,9780399593512,,x,,,Mystery,,"Laura Scott, Park Ridge Public Library, Park Ridge, IL",,,,,,,,,,,
2018/11,"Higashino, Keigo",Newcomer: A Mystery,11/20/2018,Minotaur Books,9781250067869,,,,,Mystery,,"Julie Graham, Yakima Valley Libraries, Yakima, WA",,,,,,,,,,,
2018/11,"Hulse, Caroline",The Adults: A Novel,11/27/2018,Random House,9780525511748,,,x,,Literary Fiction,,"Todd Krueger, Baltimore County Public Library, Towson, MD",,,,,,,,,,,
2018/11,"Jemisin, N.K.",How Long ‘til Black Future Month?: Stories,11/27/2018,Orbit,9780316491341,,,,,SF/Fantasy,,"Annabelle Mortensen, Skokie Public Library, Skokie, IL",,,,,,,,,,,
2018/11,"Kim, Eugenia",The Kinship of Secrets,11/16/2018,Houghton Mifflin Harcourt,9781328987822,,,,,Historical Fiction,,"Cat Ng, Palm Beach County Library System, Wellington, FL",,,,,,,,,,,
2018/11,"McCall Smith, Alexander",The Colors of All the Cattle: The No. 1 Ladies’ Detective Agency,11/6/2018,Pantheon,9781524747800,,,,,Mystery,,"Fran Hegarty, Peabody Institute Library of Danvers, Danvers, MA",,,,,,,,,,,
2018/11,"Moriarty, Liane",Nine Perfect Strangers,11/6/2018,Flatiron Books,9781250069825,,x,,,Mystery,,"Jennifer Ohzourk, St. Louis Public Library, St. Louis, MO",,,,,,,,,,,
2018/11,"Penny, Louise",Kingdom of the Blind: A Chief Inspector Gamache Novel,11/28/2018,Minotaur Books,9781250066206,,x,,,Mystery,,"David Singleton, Charlotte Mecklenberg Public Library, Charlotte, NC",,,,,,,,,,,
2018/11,"Suri, Tasha",Empire of Sand,11/13/2018,Orbit,9780316449717,,,x,,SF/Fantasy,,"Megan Marong, Lackawanna Public Library, Lackawanna, NY",,,,,,,,,,,
2018/10,  October 2018,,,,,,,,,,,,,,,,,,,,,,
2018/10,"Berney, Lou", November Road: A Novel,10/9/2018,William Morrow,9780062663849,,,,,Suspense/Thriller,,"Jill Smith, Bayport Public Library, Bayport, MN",,,,,,,,,,,
2018/10,"Chamberlain, Diane",The Dream Daughter: A Novel,10/2/2018,St. Martin's Press,9781250087300,,,,,SF/Fantasy,,"Erica Naranjo, Sacramento Public Library, Sacramento, CA",,,,,,,,,,,
2018/10,"Enger, Leif",Virgil Wander,10/2/2018,Atlantic Monthly Press,9780802128782,,,,,Literary Fiction,,"Elizabeth Isabelle, DeKalb County Public Library System, DeKalb, GA",,,,,,,,,,,
2018/10,"French, Tana",The Witch Elm,10/9/2018,Viking,9780735224629,,,,,Mystery,,"Laura Bovee, Chicopee Public Library, Chicopee, MA",,,,,,,,,,,
2018/10,"Guillory, Jasmine",The Proposal,10/30/2018,Berkley/Jove,9780399587689,x,,,,Romance,,"LaNiesha Bowles, Boston Public Library, Boston, MA",,,,,,,,,,,
2018/10,"Kingsolver, Barbara",Unsheltered: A Novel,10/16/2018,Harper,9780062684561,,,,,Literary Fiction,,"Lori Hench, Baltimore County Public Library, Baltimore, MD",,,,,,,,,,,
2018/10,"Morton, Kate",The Clockmaker's Daughter: A Novel,10/9/2018,Atria Books,9781451649390,,,,,Literary Fiction,,"Virginia Holsten, Vinton Public Library, Vinton, IA",,,,,,,,,,,
2018/10,"Orlean, Susan",The Library Book,10/16/2018,Simon and Schuster,9781476740188,,,,2019,Non-Fiction,,"Jesica Sweedler DeHart, Neill Public Library, Pullman, WA",,,,,,,,,,,
2018/10,"Picoult, Jodi",A Spark of Light: A Novel,10/2/2018,Ballantine,9781984828095,,x,,,,,"Catherine Coyne, Mansfield (MA) Public Library",,,,,,,,,,,
2018/10,"Silver, Josie",One Day in December: A Novel,10/16/2018,Broadway Books,9780525574682,,,x,,Romance,,"Marlyn Beebe, Long Beach Public Library, Long Beach, CA",,,,,,,,,,,
2018/10,"Ward, J. R.",Consumed,10/2/2018,Gallery Books,9781501194900,,,,,Suspense/Thriller,,"Kelsey Hudson, Middleton Public Library, Middleton, WI",,,,,,,,,,,
2018/09,  September 2018,,,,,,,,,,,,,,,,,,,,,,
2018/09,"Atkinson, Kate",Transcription,9/25/2018,"Little, Brown and Company",9780316176637,,,,,Historical Fiction,,"Janet Lockhart, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2018/09,"Bird, Sarah",Daughter of a Daughter of a Queen,9/4/2018,St. Martin's Press,9781250193162,,,,,Historical Fiction,,"Sarah Fetterman, Upper St. Clair Township Library, Upper St. Clair, PA",,,,,,,,,,,
2018/09,"Kubica, Mary",When the Lights Go Out,9/4/2018,Park Row Books,9780778330783,,,,,Literary Fiction,,"Diane Gring, Chester County Library & District Center, Exton, PA",,,,,,,,,,,
2018/09,"Lauren, Christina",Josh and Hazel's Guide to Not Dating ,9/4/2018,Gallery Books,9781501165856,,,,,Romance,,"Elizabeth Gabriel, Milwaukee Public Library, Milwaukee, WI",,,,,,,,,,,
2018/09,"Logan, T.M.",Lies,9/11/2018,St. Martin's Press,9781250182265,,,,,Suspense/Thriller,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,,
2018/09,"McGuire, Seanan",Night and Silence,9/4/2018,DAW,9780756414764,,,,,SF/Fantasy,,"Mei-Ling Thomas, Rochester Hills Public Library, Rochester, MI",,,,,,,,,,,
2018/09,"McKinlay, Jenn",Hitting the Books,9/11/2018,Berkley Prime Crime,9780451492678,,,,,Mystery,,"Carly Budzynski, Salem Public Library, Salem, VA",,,,,,,,,,,
2018/09,"Serle, Rebecca",The Dinner List,9/11/2018,Flatiron Books,9781250295187,,,,,Literary Fiction,,"Tracy Babiasz, Chapel Hill Public Library, Chapel Hill, NC",,,,,,,,,,,
2018/09,"Shteyngart, Gary",Lake Success,9/4/2018,Random House,9780812997415,,,,,Literary Fiction,,"Jennifer Alexander, St. Louis County Public Library, St. Louis, MO",,,,,,,,,,,
2018/09,"Turton, Stuart",The 7 1/2 Deaths of Evelyn Hardcastle,9/18/2018,Sourcebooks Landmark,9781492657965,x,,x,,Literary Fiction,,"Becky Bowen, Kenton County Public Library, Erlanger, KY",,,,,,,,,,,
2018/08, August 2018,,,,,,,,,,,,,,,,,,,,,,
2018/08,"Bowen, Rhys",Four Funerals and  Maybe a Wedding,8/7/2018,Berkley Crime Prime,9780425283523,,,,,Mystery,,"Cori Dodds, Derby Public Library, Derby, KS",,,,,,,,,,,
2018/08,"Candlish, Louise",Our House,8/7/2018,Berkley,9780451489111,,,,,Mystery,,"Annette Herbst, Columbia County Rural Library, Dayton, WA",,,,,,,,,,,
2018/08,"Dalcher, Christina",Vox,8/21/2018,Berkley,9780440000785,x,,x,,SF/Fantasy,,"Jennifer Gaenzle, Fort Fairfield Public Library, Fort Fairfield, ME",,,,,,,,,,,
2018/08,"Davis, Fiona",The Masterpiece: A Novel,8/7/2018,Dutton,9781524742959,,,,,Historical Fiction,,"Kelly Baroletti, Wantagh Public Library, Wantagh, NY",,,,,,,,,,,
2018/08,"Greenwood, T. ",Rust & Stardust: A Novel,8/7/2018,St. Martin's Press,9781250164193,,,,,Historical Fiction,,"Ninoshka Aviles, Osceola Library, Osceola, FL",,,,,,,,,,,
2018/08,"Higgins, Kristan",Good Luck with That,8/7/2018,Berkley,9780451489395,,,,,Literary Fiction,,"Claudia Silk, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2018/08,"Hua, Vanessa",A River of Stars: A Novel,8/14/2018,Ballantine Books,9780399178788,,,,,Literary Fiction,,"Abby Johnson, New Albany-Floyd County Public Library, New Albany, IN",,,,,,,,,,,
2018/08,"Jones, Sandie",The Other Woman: A Novel,8/21/2018,Minotaur Books,9781250191984,,,x,,Mystery,,"Jenny Moore, Hillsboro Public Library, Hillsboro, OR",,,,,,,,,,,
2018/08,"Kearsley, Susanna",Bellewether,8/7/2018,Sourcebooks Landmark,9781492665274,,,,,Historical Fiction,,"Julie Raynor, High Point Public Library, High Point, NC",,,,,,,,,,,
2018/08,"Youngson, Anne",Meet Me at the Museum: A Novel,8/7/2018,Flatiron Books,9781250295163,,,x,,Literary Fiction,,"Marilyn Sieb, L.D. Fargo Public Library, Lake Mills, WI",,,,,,,,,,,
2018/07, July 2018,,,,,,,,,,,,,,,,,,,,,,
2018/07,"Abbott, Megan",Give Me Your Hand,7/17/2018,"Little, Brown and Company",9780316547185,,,,,Mystery,,"Kristy Gates, Craighead County Jonesboro Public Library, Jonesboro, AR",,,,,,,,,,,
2018/07,"Bell, David",Somebody's Daughter,7/10/2018,Berkley,9780399584466,,,,,Mystery,,"Evelyn Cunningham, Norwalk Public Library, Norwalk, CT",,,,,,,,,,,
2018/07,"Contreras, Ingrid Rojas",Fruit of the Drunken Tree: A Novel,7/31/2018,Doubleday,9780385542722,,,x,,Literary Fiction,,"Alejandra Rodriguez, Osceola County Library, FL",,,,,,,,,,,
2018/07,"Delaney, JP",Believe Me: A Novel,7/24/2018,Ballantine Books,9781101966310,,,,,Mystery,,"Linda Quinn, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2018/07,"Gortner, C.W.",The Romanov Empress: A Novel of Tsarina Maria Feodorovna,7/10/2018,Ballantine Books,9780425286166,,,,,Historical Fiction,,"Janette McMahon, Fremont County Library System, WY",,,,,,,,,,,
2018/07,"McElwain, Julie",Caught in Time: A Novel,7/3/2018,Pegasus Books,9781681777665,,,,,SF/Fantasy,,"Melissa Barber, Lubbock Public Library, Lubbock, TX",,,,,,,,,,,
2018/07,"Novik, Naomi",Spinning Silver,7/10/2018,Del Rey,9780399180989,x,,,,SF/Fantasy,,"Melanie Liechty, Logan Library, Logan, UT",,,,,,,,,,,
2018/07,"Pearce, AJ",Dear Mrs. Bird: A Novel,7/3/2018,Scribner,9781501170065,,,x,,Literary Fiction,,"Judy Hartman, Mechanicsville Public Library, Mechanicsville, IA",,,,,,,,,,,
2018/07,"Stage, Zoje",Baby Teeth: A Novel,7/17/2018,St. Martin's Press,9781250170750,,,x,,Mystery,,"Kathryn Neal, Skiatook Library, Skiatook, OK",,,,,,,,,,,
2018/07,"Tyler, Anne",Clock Dance: A Novel,7/10/2018,Knopf,9780525521228,,,,,Literary Fiction,,"Mary Anne Quinn, Warwick Public Library, Warwick, RI",,,,,,,,,,,
2018/06, June 2018,,,,,,,,,,,,,,,,,,,,,,
2018/06,"Backman, Frederik",Us Against You: A Novel,6/5/2018,Atria Books,9781501160790,,,,,Literary Fiction,,"Gail Christensen, Kitsap Regional Library, Bremerton, WA",,,,,,,,,,,
2018/06,"Giffin, Emily",All We Every Wanted: A Novel,6/26/2018,Ballantine Books,9780399178924,,,,,Literary Fiction,,"Sarah Trohoske, Erie County Public Library, Erie, PA",,,,,,,,,,,
2018/06,"Hillier, Jennifer",Jar of Hearts,6/12/2018,Minotaur, 9781250154194,,,,,Mystery,,"Gail Roberts, Fairfax County Public Library, Fairfax, VA",,,,,,,,,,,
2018/06,"Hoang, Helen",The Kiss Quotient,6/5/2018,Berkley/Jove,9780451490803,,,x,2018,Romance,,"Elizabeth Gabriel, Milwaukee Public Library, Milwaukee, WI",,,,,,,,,,,
2018/06,"Horowitz, Anthony",The Word is Murder: A Novel,6/5/2018,Harper,9780062676788,,,,,Mystery,,"Amy Whitfield, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2018/06,"Orange, Tommy",There There: A Novel,6/5/2018,Knopf,9780525520375,,,x,2018,Literary Fiction,,"Abby Johnson, New Albany-Floyd County Public Library, New Albany, IN",,,,,,,,,,,
2018/06,"Paris, B.A.",Bring Me Back: A Novel,6/19/2018,St. Martin's Press,9781250151339,x,,,,Suspense/Thriller,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2018/06,"Pearson, Allison",How Hard Can It Be? : A Novel,6/5/2018,St. Martin's Press,9781250086082,,,,,Literary Fiction,,"Toni Nako, The Public Library of Cincinnati, Cincinnati, OH",,,,,,,,,,,
2018/06,"Regan, Katy",Little Big Love,6/12/2018,Berkley,9780451490346,,,,,Literary Fiction,,"Kimberly McGee, Lake Travis County Library, Austin, TX",,,,,,,,,,,
2018/06,"White, Karen",Dreams of Falling,6/5/2018,Berkley,9780451488411,,,,,Literary Fiction,,"Leanne Milliman, Charlevoix Public Library, Charlevoix, MI",,,,,,,,,,,
2018/05, May 2018,,,,,,,,,,,,,,,,,,,,,,
2018/05,"Gabel, Aja",The Ensemble: A Novel,5/015/2018,Riverhead,9780735214767,,,x,,Literary Fiction,," Mayleen Kelley, JV Fletcher Library, Westford MA",,,,,,,,,,,
2018/05,"Hall, Araminta",Our Kind of Cruelty: A Novel,5/1/2018,MCD,9780374228194,,,,,Suspense/Thriller,,"Jennifer Ohzourk, St. Louis Public Library, St. Louis, MO",,,,,,,,,,,
2018/05,"Heaberlin, Julia",Paper Ghosts: A Novel of Suspense/Thriller,5/015/2018,Ballantine Books,9780804178020,,,,,Suspense/Thriller,,"Galen Cunniff, Scituate Town Library, Scituate, MA",,,,,,,,,,,
2018/05,"Knoll, Jessica",The Favorite Sister,5/015/2018,Simon & Schuster,9781501153198,,,,,Literary Fiction,,"Sharon Layburn, Huntington Public Library, Huntington Station, NY",,,,,,,,,,,
2018/05,"Legrand, Clare",Furyborn,5/22/2018,Sourcebooks Fire,9781492656623,x,,,,SF/Fantasy,,"Kristin Friberg, Princeton Library, Princeton, NJ",,,,,,,,,,,
2018/05,"McLain, Paula",Love and Ruin: A Novel,5/1/2018,Ballantine Books,9781101967386,,,,,Historical Fiction,,"Elizabeth Angelastro, Manilus Library, Manilus, NY",,,,,,,,,,,
2018/05,"Molloy, Aimee",The Perfect Mother: A Novel,5/1/2018,Harper,9780062696793,,,x,,Suspense/Thriller,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2018/05,"Quick, Amanda",The Other Lady Vanishes,5/8/2018,Berkley,9780399585326,,,,,Historical Fiction,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2018/05,"Ware, Ruth",The Death of Mrs. Westaway,5/29/2018,Gallery/Scout Press,9781501156212,,,,2018,Mystery,,"Susanne Guide, Union County Public Library, Liberty, IN",,,,,,,,,,,
2018/05,"Winman, Sarah",Tin Man: A Novel,5/015/2018,G.P. Putnam's Sons,9780735218727,,,,,Literary Fiction,,"Donna Burger, Bryant Library, Roslyn, NY",,,,,,,,,,,
2018/04, April 2018,,,,,,,,,,,,,,,,,,,,,,
2018/04,"Curran, Kitty and Larissa Zageris",My Lady’s Choosing: An Interactive Romance Novel,4/3/2018,Quirk Books,9781683690139,,,,,Romance,,"Victoria Catron, Neva Lomason Memorial Library,Carrollton, GA",,,,,,,,,,,
2018/04,"Jewell, Lisa",Then She Was Gone: A Novel,4/17/2018,Atria,9781501154645,,,,,Mystery,,"Linda Quinn, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2018/04,"Malerman, Josh",Unbury Carol: A Novel,4/10/2018,Del Rey,9780399180163,,,,,SF/Fantasy,,"Sonia Reppe, Stickney-Forest View Public Library, Stickney, IL",,,,,,,,,,,
2018/04,"McAllister, Tom",How to Be Safe: A Novel,4/3/2018,Liveright,9781631494130,,,,,Literary Fiction,,"Marilyn Sieb, L.D. Fargo Library, Lake Mills, WI",,,,,,,,,,,
2018/04,"Miller, Madeline",Circe,4/10/2018,Little Brown,9780316556347,x,,,2018,SF/Fantasy,,"McKelle George, Salt Lake City Public Library, Salt Lake, UT",,,,,,,,,,,
2018/04,"Sittenfeld, Curtis","You Think It, I'll Say It: Stories",4/24/2018,Random House,9780399592867,,,,,Short Stories,,"Leanne Milliman, Charlevoix Public Library, Charlevoix, MI",,,,,,,,,,,
2018/04,"Swanson, Peter",All the Beautiful Lies: A Novel,4/3/2018,William Morrow,9780062427052,,,,,Mystery,,"Sharon Layburn, South Huntington Public Library, Huntington Station, NY",,,,,,,,,,,
2018/04,"Wamariya, Clemantine and Elizabeth Weil",The Girl Who Smiled Beads: A Story of War and What Comes After,4/24/2018,Crown,9780451495327,,,x,,Biography,,"Janet Kowal, Connetquot Public Library, Bohemia, NY",,,,,,,,,,,
2018/04,"Waxman, Abby",Other People's Houses,4/3/2018,Berkley, 9780399587924,,,,,Literary Fiction,,"Claire Sherman, Clearwater Countryside Library, Clearwater, FL",,,,,,,,,,,
2018/04,"Wolitzer, Meg",The Female Persuasion: A Novel,4/3/2018,Riverhead,9781594488405,,,,,Literary Fiction,,"Chris Markley, Hawkins County Libraries, Rogersville, TN",,,,,,,,,,,
2018/03, March 2018,,,,,,,,,,,,,,,,,,,,,,
2018/03,"Bohjalian, Chris",The Flight Attendant: A Novel,3/13/2018,Doubleday,9780385542418,,,,,Suspense/Thriller,,"Marika Zemke, Commerce Township Public Library,Commerce Township, MI",,,,,,,,,,,
2018/03,"Briggs, Patricia",Burn Bright,3/6/2018,Ace, 9780425281314,,,,,SF/Fantasy,,"Shana Harrington, Las Vegas Clark County Library District, Las Vegas, NV",,,,,,,,,,,
2018/03,"Feeney, Alice",Sometimes I Lie: A Novel,3/13/2018,Flatiron Books,9781250144843,,,x,,Mystery,,"Robin Beerbower, Salem Public Library, Salem, OR",,,,,,,,,,,
2018/03,"Genova, Lisa",Every Note Played,3/20/2018,Gallery/Scout Press,9781476717807,,,,,Literary Fiction,,"Maggie Holmes, Richards Memorial Library, North Attleborough, MA",,,,,,,,,,,
2018/03,"Lippman, Laura",Sunburn: A Novel,2/20/2018,William Morrow,9780062389923,,,,,Mystery,,"Annice Sevett, New Hanover County Public Library, Wilmington, NC",,,,,,,,,,,
2018/03,"Mackintosh, Clare",Let Me Lie,3/13/2018,Berkley,9780451490537,x,,,,Suspense/Thriller,,"KC Davis, Fairfield Woods Library, Fairfield, CT",,,,,,,,,,,
2018/03,"Mangan, Christine",Tangerine,3/27/2018,Ecco,9780062686664,,,,,Mystery,,"Terri Smith, Cornelia Habersham County Library, Cornelia, GA",,,,,,,,,,,
2018/03,"Quindlen, Anna",Alternate Side: A Novel,3/20/2018,Random House,9780812996067,,,,,Literary Fiction,,"Rosemarie Borsody, Lee Library Association, Lee, MA",,,,,,,,,,,
2018/03,"Rao, Shobha",Girls Burn Brighter: A Novel,3/6/2018,Flatiron Books,9781250074256,,,,,Literary Fiction,,"Darla Dykstra, Mid-Continent Public Library, Independence, MO",,,,,,,,,,,
2018/03,"St. James, Simone",The Broken Girls,3/20/2018,Berkley,9780451476203,,,,,Suspense/Thriller,,"Kate Currie, Hennepin County Library, Minneapolis, MN",,,,,,,,,,,
2018/02, February 2018,,,,,,,,,,,,,,,,,,,,,,
2018/02,"Elliott, Lexie",The French Girl,2/20/2018,Berkley,9780399586934,,,,,Suspense/Thriller,,"Jennifer Dayton, Darien Library, Darien, CT",,,,,,,,,,,
2018/02,"Haig, Matt",How to Stop Time,2/6/2018,Viking,9780525522874,,,,,SF/Fantasy,,"Mary Coe, Fairfield Woods Branch Library, Fairfield, CT",,,,,,,,,,,
2018/02,"Halpern, Sue",Summer Hours at the Robbers Library: A Novel,2/20/2018,Harper Perennial,9780062678966,,,,,Literary Fiction,,"Ellen Firer, Merrick Library, Merrick, NY",,,,,,,,,,,
2018/02,"Hannah, Kristin",The Great Alone: A Novel,2/6/2018,St. Martin's Press,9780312577230,x,,,2018,Literary Fiction,,"Alissa Williams, Morton Public Library, Morton, IL",,,,,,,,,,,
2018/02,"Harper, Jane",Force of Nature: A Novel,2/6/2018,Flatiron Books,9781250105639,,,,,Mystery,,"Vicki Nesting, St.Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2018/02,"James, Vic",Tarnished City,2/6/2018,Del Rey,9780425284124,,,,,SF/Fantasy,,"Monicah Fraterna, La Porte Public Library, La Porte, IN",,,,,,,,,,,
2018/02,"Jones, Tayari",An American Marriage,2/6/2018,Algonquin Books,9781616201340,,,x,2018,Literary Fiction,,"Jennifer Alexander, St. Louis County Library, St. Louis, MO",,,,,,,,,,,
2018/02,"Kinsella, Sophie",Surprise Me: A Novel,2/13/2018,The Dial Press,9780399592881,,,,,Romance,,"Ariel Kurst, Great River Regional Library, St. Cloud, MN",,,,,,,,,,,
2018/02,"Meissner, Susan",As Bright As Heaven,2/6/2018,Berkley,9780399585968,,,,,Historical Fiction,,"Cathy Branciforte, Ramsey Free Public Library, Ramsey, NJ",,,,,,,,,,,
2018/02,"Westover, Tara",Educated: A Memoir,2/20/2018,Random House,9780399590504,,,,2018,Biography,,"Andrea Gough, Seattle Public Library, Seattle, WA",,,,,,,,,,,
2018/01, January 2018,,,,,,,,,,,,,,,,,,,,,,
2018/01,"Arden, Katherine",The Girl in the Tower: A Novel,12/5/2017,Del Rey,9781101885963,,,,,Historical Fiction,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2018/01,"Benedict, Marie",Carnegie's Maid: A Novel,1/16/2018,Sourcebooks Landmark,9781492646617,,,,,Historical Fiction,,"Carol Ann Tack, Merrick Library, NY",,,,,,,,,,,
2018/01,"Benjamin, Chloe",The Immortalists: A Novel,1/9/2018,G.P. Putnam's Sons,9780735213180,x,,,2018,Literary Fiction,,"Kelly Currie, Delphi Public Library, Delphi, IN",,,,,,,,,,,
2018/01,"Finn, A.J.",The Woman in the Window: A Novel,1/2/2018,William Morrow,9780062678416,,,x,2018,Suspense/Thriller,,"Joseph Jones, Cuyahoga County Public Library, Cuyahoga, OH",,,,,,,,,,,
2018/01,"Guillory, Jasmine",The Wedding Date,1/30/2018,Berkley/Jove,9780399587665,,,,2018,Romance,," Elizabeth Gabriel, Milwaukee Public Library, Milwaukee, WI",,,,,,,,,,,
2018/01,"Hendricks, Greer and Sarah Pekkanen",The Wife Between Us: A Novel,1/9/2018,St. Martin's Press,9781250130921,,,,,Suspense/Thriller,,"Kelly Moore, Carrollton Public Library, Carrollton, TX ",,,,,,,,,,,
2018/01,"Horn, Dara",Eternal Life: A Novel,1/23/2018,W.W. Norton & Company,9780393608533,,,,,SF/Fantasy,,"Kimberly McGee, Lake Travis Library, Austin, TX",,,,,,,,,,,
2018/01,"Krentz, Jayne Ann",Promise Not to Tell,1/2/2018,Berkley,9780399585272,,,,,Suspense/Thriller,,"Kelly Rohde, Mead Public Library, Sheboygan, WI?",,,,,,,,,,,
2018/01,"McGuire, Seanan",Beneath the Sugar Sky,1/9/2018,Tor.com,9780765393586,,,,,SF/Fantasy,,"Andrienne Cruz, Azusa City Library, Azusa, CA",,,,,,,,,,,
2018/01,"Moyes, Jojo",Still Me: A Novel,1/30/2018,Pamela Dorman Books,9780399562457,,,,,Romance,,"Donna Maturri, Pickerington Public Library, Pickerington, OH ",,,,,,,,,,,
2017/11, November 2017,,,,,,,,,,,,,,,,,,,,,,
2017/11,"Balogh, Mary",Someone to Wed,11/7/2017,Berkley/Jove,9780399586064,,,,,Romance,,"Shayera Tangri, Los Angeles Public Library, Los Angeles, CA",,,,,,,,,,,
2017/11,"Berg, Elizabeth",The Story of Arthur Truluv: A Novel,11/21/2017,Random House,9781400069903,,,,,Literary Fiction,,"Michelle Beckes, Tulsa City County Library, Tulsa, OK ",,,,,,,,,,,
2017/11,"Chakraborty, S. A.",The City of Brass: A Novel,11/14/2017,Harper Voyager,9780062678102,,,,,SF/Fantasy,,"Ann-Marie Anderson, Tigard Public Library, Tigard, OR",,,,,,,,,,,
2017/11,"Child, Lee",The Midnight Line: A Jack Reacher Novel,11/7/2017,Delacorte Press,9780399593482,,,,,Mystery,,"Valerie Osborne, Bangor Public Library, Bangor, ME",,,,,,,,,,,
2017/11,"Erdrich, Louise",Future Home of the Living God: A Novel,11/14/2017,Harper,9780062694058,,,,,SF/Fantasy,,"Ian Stade, Hennepin County Library, Minneapolis, MN",,,,,,,,,,,
