,permalink,isbn,genres
324,https://lccn.loc.gov/2018003867,9781328990204,['Bildungsromans.']
325,https://lccn.loc.gov/2014031135,9780385539586,[]
326,https://lccn.loc.gov/2019011519,9781984818232,['Mystery fiction.']
327,https://lccn.loc.gov/2013046696,9780761178972,[]
328,https://lccn.loc.gov/2019036358,9781250207203,"['Suspense fiction.', 'Mystery fiction.']"
329,https://lccn.loc.gov/2016048931,9780307959577,[]
330,https://lccn.loc.gov/2018038385,9781101885994,['Fantasy fiction.']
331,https://lccn.loc.gov/2014657923,9780062068545,"['Love stories.', 'Historical fiction.']"
332,https://lccn.loc.gov/2018034027,9780316491341,[]
333,https://lccn.loc.gov/2013032953,9780451419484,"['Mystery fiction.', 'Ghost stories.', 'Historical fiction.']"
334,https://lccn.loc.gov/2017061490,9781328987822,['Bildungsromans.']
335,https://lccn.loc.gov/2019048649,9780525620792,['Gothic fiction.']
336,https://lccn.loc.gov/2018041996,9781984803788,['Love stories.']
337,https://lccn.loc.gov/2016013073,9781101985137,"['Psychological fiction.', 'Fantasy fiction.', 'Utopian fiction.']"
338,https://lccn.loc.gov/2015373206,9780670025770,"['Bible fiction.', 'Biographical fiction.', 'Historical fiction.']"
339,https://lccn.loc.gov/2014004500,9780670026326,['Mystery fiction.']
340,https://lccn.loc.gov/2020023176,9781635575439,"['Western stories.', 'Adventure fiction.']"
341,https://lccn.loc.gov/2019033129,9780062367686,['Mystery fiction.']
342,https://lccn.loc.gov/2019010233,9781492666905,['Historical fiction.']
343,https://lccn.loc.gov/2016003508,9781250078551,"['Mystery fiction', 'Humorous fiction.']"
344,https://lccn.loc.gov/2017037534,9781250130921,"['Psychological fiction.', 'Suspense fiction.', 'Mystery fiction.']"
