,isbn,variable,value
3349,9780553391961,genre_3,
3350,9781101985595,genre_3,
3351,9781501154829,genre_3,
3352,9780062563668,genre_3,
3353,9780812989885,genre_3,
3354,9780062271631,genre_3,
3355,9780393609097,genre_3,
3356,9780399162107,genre_3,
3357,9780399563089,genre_3,
3358,9780425284155,genre_3,
3359,9780812998269,genre_3,
3360,9780062356260,genre_3,
3361,9781101988299,genre_3,
3362,9781101985137,genre_3,
3363,9781101906750,genre_3,diary fiction
3364,9781101885932,genre_3,
3365,9781101905609,genre_3,fiction
3366,9780425285046,genre_3,psychological fiction
3367,9781250105608,genre_3,
3368,9780812997279,genre_3,
3369,9781250111173,genre_3,
3370,9781616205812,genre_3,
3371,9780385353540,genre_3,
3372,9780062427021,genre_3,
3373,9780062451941,genre_3,
3374,9781400069880,genre_3,
3375,9780385541527,genre_3,
3376,9780062225559,genre_3,
3377,9780804178808,genre_3,
3378,9780374534974,genre_3,
3379,9781476799209,genre_3,
3380,9780062290427,genre_3,
3381,9780399174490,genre_3,
3382,9780062656285,genre_3,
3383,9781594203985,genre_3,
3384,9781492637257,genre_3,
3385,9780399184512,genre_3,
3386,9781250057181,genre_3,
3387,9780670026333,genre_3,
3388,9780544527959,genre_3,
3389,9781250090034,genre_3,
3390,9780062409201,genre_3,
3391,9780345544957,genre_3,
3392,9780316403436,genre_3,
3393,9780345540676,genre_3,
3394,9781250103420,genre_3,
3395,9780345539960,genre_3,
3396,9781101988664,genre_3,
3397,9780062467256,genre_3,
3398,9781616206178,genre_3,
3399,9780451495976,genre_3,historical fiction
3400,9781501133862,genre_3,
3401,9780062491794,genre_3,
3402,9780393293012,genre_3,
3403,9781632864499,genre_3,
3404,9781250078551,genre_3,
3405,9781101984994,genre_3,
3406,9780393241655,genre_3,
3407,9780735221086,genre_3,
3408,9780812996395,genre_3,
3409,9781101981207,genre_3,
3410,9781250121004,genre_3,
3411,9781250022134,genre_3,
3412,9780062405616,genre_3,
3413,9781101991633,genre_3,
3414,9781250061577,genre_3,
3415,9781101875612,genre_3,
3416,9781101904220,genre_3,
3417,9780399165214,genre_3,
3418,9780393241686,genre_3,
3419,9781250069795,genre_3,
3420,9781101965085,genre_3,
3421,9780385541404,genre_3,
3422,9781250097910,genre_3,
3423,9781501132933,genre_3,
3424,9780143108573,genre_3,
3425,9781101988640,genre_3,
3426,9781250063700,genre_3,
3427,9781101947135,genre_3,
3428,9780385540599,genre_3,
3429,9780316228046,genre_3,
3430,9780393245448,genre_3,
3431,9781501126222,genre_3,
3432,9780812998320,genre_3,
3433,9780804141260,genre_3,
3434,9781250092144,genre_3,
3435,9781501142536,genre_3,
3436,9781501124372,genre_3,
3437,9781101875940,genre_3,
3438,9780312380366,genre_3,
3439,9780062200631,genre_3,
3440,9780062083456,genre_3,detective and mystery fiction
3441,9781101987490,genre_3,
3442,9780393285543,genre_3,
3443,9780385540162,genre_3,
3444,9781476777405,genre_3,
3445,9781101883075,genre_3,
3446,9780804177900,genre_3,
3447,9780373789764,genre_3,
3448,9781605989747,genre_3,
3449,9780765385505,genre_3,
3450,9781501121043,genre_3,
3451,9780399174469,genre_3,
3452,9780399175169,genre_3,
3453,9781400068326,genre_3,
3454,9780451474476,genre_3,
3455,9781101875599,genre_3,
3456,9780525955092,genre_3,
3457,9780399169496,genre_3,
3458,9781501124211,genre_3,
3459,9781451686630,genre_3,fiction
3460,9780062388148,genre_3,
3461,9780812993103,genre_3,
3462,9781616205027,genre_3,
3463,9780062414212,genre_3,
3464,9780143128489,genre_3,
3465,9780399174124,genre_3,
3466,9780373789177,genre_3,
3467,9780525954576,genre_3,
3468,9781612195001,genre_3,
3469,9780062105684,genre_3,
3470,9780062413710,genre_3,
3471,9780385540025,genre_3,
3472,9780553391923,genre_3,
3473,9780399160301,genre_3,
3474,9780345528698,genre_3,
3475,9781492623441,genre_3,
3476,9780385539289,genre_3,
3477,9781250074539,genre_3,
3478,9780385541039,genre_3,
3479,9781250051905,genre_3,
3480,9780345545961,genre_3,
3481,9780062413864,genre_3,
3482,9780316342513,genre_3,
3483,9781400067695,genre_3,
3484,9781501116971,genre_3,
3485,9781940456362,genre_3,paranormal fiction
3486,9780374290252,genre_3,
3487,9780385539463,genre_3,
3488,9780425260746,genre_3,
3489,9781501107832,genre_3,
3490,9781455525928,genre_3,
3491,9781101874141,genre_3,
3492,9781616203573,genre_3,
3493,9780399171314,genre_3,
3494,9780385540353,genre_3,
3495,9780670025770,genre_3,
3496,9780062351425,genre_3,paranormal fiction
3497,9780525954330,genre_3,
3498,9780385353779,genre_3,
3499,9780393248678,genre_3,
3500,9780812998689,genre_3,
3501,9781616204136,genre_3,
3502,9780525426592,genre_3,
3503,9781250069177,genre_3,
3504,9781492617891,genre_3,
3505,9780804178778,genre_3,
3506,9781476798172,genre_3,
3507,9780062390547,genre_3,
3508,9781616202613,genre_3,
3509,9781594634475,genre_3,
3510,9780393239294,genre_3,
3511,9781250077004,genre_3,
3512,9780544409910,genre_3,
3513,9780399174001,genre_3,
3514,9781250049582,genre_3,
3515,9781250077172,genre_3,
3516,9781605988443,genre_3,
3517,9781501105432,genre_3,
3518,9781616204204,genre_3,
3519,9781631490477,genre_3,
3520,9780804177993,genre_3,
3521,9781451693591,genre_3,
3522,9781250022080,genre_3,
3523,9781501112317,genre_3,
3524,9780761184997,genre_3,
3525,9780062364838,genre_3,
3526,9781476743653,genre_3,
3527,9780373780129,genre_3,
3528,9780345534187,genre_3,
3529,9780345544049,genre_3,
3530,9781476776880,genre_3,
3531,9781455586738,genre_3,
3532,9781250034588,genre_3,
3533,9780525429142,genre_3,
3534,9781501115066,genre_3,
3535,9780385342940,genre_3,
3536,9781101875049,genre_3,
3537,9781476789255,genre_3,
3538,9781250063694,genre_3,
3539,9780553418774,genre_3,
3540,9780316334525,genre_3,
3541,9780062290397,genre_3,
3542,9781400063369,genre_3,
3543,9781250054807,genre_3,
3544,9780316176538,genre_3,
3545,9780385352871,genre_3,
3546,9781250028594,genre_3,
3547,9780544330146,genre_3,
3548,9781101875896,genre_3,
3549,9781619634442,genre_3,
3550,9780804179034,genre_3,
3551,9780307700322,genre_3,
3552,9780062190376,genre_3,
3553,9780385539586,genre_3,
3554,9780812993158,genre_3,
3555,9781455557103,genre_3,
3556,9780061670893,genre_3,
3557,9780804178112,genre_3,
3558,9781476717777,genre_3,
3559,9780385523233,genre_3,
3560,9780062311115,genre_3,
3561,9781492602026,genre_3,
3562,9780062225467,genre_3,
3563,9780425270189,genre_3,
3564,9781451694147,genre_3,
3565,9780316212243,genre_3,
3566,9780062362858,genre_3,
3567,9780316284943,genre_3,
3568,9780399172779,genre_3,
3569,9780812996678,genre_3,
3570,9780307408860,genre_3,
3571,9780062224101,genre_3,
3572,9781476778068,genre_3,
3573,9781612194424,genre_3,
3574,9780804178426,genre_3,
3575,9780385539043,genre_3,
3576,9781250056450,genre_3,
3577,9780062282569,genre_3,
3578,9780345531797,genre_3,
3579,9780062072948,genre_3,
3580,9780062339485,genre_3,
3581,9780765376459,genre_3,
3582,9781101874271,genre_3,
3583,9780399169526,genre_3,
3584,9781250019837,genre_3,
3585,9780345539939,genre_3,
3586,9780345539816,genre_3,
3587,9781616954765,genre_3,
3588,9781594633669,genre_3,
3589,9781402298684,genre_3,
3590,9780804176378,genre_3,
3591,9780804178983,genre_3,
3592,9781476767314,genre_3,
3593,9781402294518,genre_3,
3594,9781616954239,genre_3,
3595,9780316225939,genre_3,
3596,9780062127181,genre_3,
3597,9781605986586,genre_3,
3598,9780547628400,genre_3,
3599,9780062068514,genre_3,
3600,9780393245622,genre_3,
3601,9780802123213,genre_3,
3602,9780143126478,genre_3,
3603,9780062365583,genre_3,
3604,9780062225061,genre_3,
3605,9781250057150,genre_3,
3606,9781476764023,genre_3,
3607,9781616149987,genre_3,
3608,9781250035608,genre_3,
3609,9780345544926,genre_3,
3610,9781455553617,genre_3,
3611,9780307700315,genre_3,
3612,9781439187036,genre_3,
3613,9781250046369,genre_3,
3614,9780393240238,genre_3,
3615,9780670026326,genre_3,
3616,9780385536998,genre_3,
3617,9780061957956,genre_3,
3618,9781594745263,genre_3,
3619,9781402258732,genre_3,
3620,9780385353304,genre_3,
3621,9780385539708,genre_3,
3622,9780062223197,genre_3,
3623,9781594633119,genre_3,
3624,9781400067244,genre_3,
3625,9780062306814,genre_3,
3626,9781476749785,genre_3,
3627,9780670015672,genre_3,
3628,9781402294457,genre_3,
3629,9780399167065,genre_3,
3630,9780062106070,genre_3,
3631,9780765375865,genre_3,
3632,9780062237194,genre_3,
3633,9780062259301,genre_3,
3634,9780385534833,genre_3,
3635,9780393243024,genre_3,
3636,9780062290366,genre_3,juvenile works
3637,9780316250818,genre_3,
3638,9780670014736,genre_3,
3639,9781594205194,genre_3,
3640,9780525426585,genre_3,
3641,9781616148850,genre_3,
3642,9781250049377,genre_3,
3643,9781594746857,genre_3,
3644,9780062132529,genre_3,
3645,9780446578936,genre_3,
3646,9780062309662,genre_3,
3647,9780316099752,genre_3,
3648,9780804138819,genre_3,
3649,9780345537263,genre_3,
3650,9781476764580,genre_3,
3651,9780812993271,genre_3,
3652,9780812992892,genre_3,
3653,9780393089578,genre_3,
3654,9780804138567,genre_3,
3655,9781476746586,genre_3,
3656,9781250045638,genre_3,
3657,9781455574032,genre_3,
3658,9780385741262,genre_3,
3659,9780062259653,genre_3,
3660,9780062331151,genre_3,
3661,9781400069620,genre_3,
3662,9781402282485,genre_3,
3663,9781451655094,genre_3,
3664,9781250043368,genre_3,
3665,9780316324687,genre_3,
3666,9780062205742,genre_3,
3667,9780307377937,genre_3,
3668,9781476733807,genre_3,
3669,9780802122643,genre_3,
3670,9780393060058,genre_3,
3671,9780451419484,genre_3,
3672,9780316243391,genre_3,
3673,9781616203214,genre_3,
3674,9781451627930,genre_3,
3675,9780547792774,genre_3,
3676,9780761178972,genre_3,
3677,9780802122346,genre_3,
3678,9780399165528,genre_3,
3679,9781250041197,genre_3,
3680,9780812995206,genre_3,
3681,9780062014559,genre_3,
3682,9780385348454,genre_3,
3683,9780804137447,genre_3,
3684,9780062291400,genre_3,
3685,9780345539786,genre_3,
3686,9780062088253,genre_3,
3687,9780307379979,genre_3,
3688,9780385537629,genre_3,
3689,9780062083395,genre_3,
3690,9780385533508,genre_3,
3691,9780385538497,genre_3,
3692,9780062285539,genre_3,
3693,9780804139021,genre_3,
3694,9781250019806,genre_3,
3695,9780385344050,genre_3,
3696,9781612192642,genre_3,
3697,9780770436858,genre_3,
3698,9780062196248,genre_3,
3699,9780062279972,genre_3,
3700,9780393240825,genre_3,
3701,9780062236739,genre_3,
3702,9780679643753,genre_3,
3703,9780307958846,genre_3,
3704,9780143124733,genre_3,
3705,9781476705996,genre_3,
3706,9780553808032,genre_3,
3707,9781250039569,genre_3,
3708,9780062068545,genre_3,
3709,9780765332066,genre_3,
3710,9780307452955,genre_3,
3711,9780143121558,genre_3,
3712,9780307269874,genre_3,
3713,9780062136589,genre_3,
3714,9780385530903,genre_3,
3715,9780871403766,genre_3,
3716,9780316218955,genre_3,
3717,9780062105653,genre_3,
3718,9781616953041,genre_3,
3719,9781250028969,genre_3,
3720,9781476711959,genre_3,
3721,9780312606848,genre_3,
3722,9780062107312,genre_3,
3723,9781402284281,genre_3,
3724,9780385351232,genre_3,
3725,9780812995862,genre_3,
3726,9780062069184,genre_3,
3727,9780307265746,genre_3,
3728,9780061941023,genre_3,
3729,9780807001813,genre_3,
3730,9780811221665,genre_3,
3731,9781612193496,genre_3,
3732,9781476729084,genre_3,
3733,9780316055437,genre_3,
3734,9781594486432,genre_3,
3735,9780307718969,genre_3,
3736,9780345522023,genre_3,
3737,9780316243919,genre_3,
3738,9781451645606,genre_3,
3739,9780778315339,genre_3,
3740,9780312655471,genre_3,
3741,9781400067886,genre_3,
3742,9781250030955,genre_3,
3743,9780060779634,genre_3,
3744,9780063050006,genre_4,
3745,9780440001584,genre_4,
3746,9780593100585,genre_4,
3747,9781250767943,genre_4,
3748,9781250268822,genre_4,
3749,9780358197058,genre_4,
3750,9781616207014,genre_4,
3751,9780062941275,genre_4,
3752,9781524796402,genre_4,
3753,9780778311010,genre_4,
3754,9780062943477,genre_4,
3755,9780525539766,genre_4,
3756,9781250249258,genre_4,
3757,9780062980038,genre_4,
3758,9781250759665,genre_4,
3759,9781250241702,genre_4,
3760,9781250174666,genre_4,
3761,9780593099940,genre_4,
3762,9781250178602,genre_4,
3763,9781250232427,genre_4,
3764,9781982134198,genre_4,
3765,9780063005631,genre_4,
3766,9781335912794,genre_4,
3767,9780451492180,genre_4,
3768,9780062878151,genre_4,
3769,9780778311027,genre_4,
3770,9780593158807,genre_4,
3771,9780593099483,genre_4,
3772,9781984881663,genre_4,
3773,9780399182280,genre_4,
3774,9781250245496,genre_4,
3775,9781982151591,genre_4,
3776,9781250213594,genre_4,
3777,9781635575422,genre_4,
3778,9781951142247,genre_4,
3779,9781250772800,genre_4,
3780,9780593201602,genre_4,
3781,9780593200124,genre_4,
3782,9781683691686,genre_4,
3783,9781250273017,genre_4,
3784,9781492682721,genre_4,
3785,9780062457400,genre_4,
3786,9781984804785,genre_4,
3787,9780062933966,genre_4,
3788,9780593191200,genre_4,
3789,9781525810008,genre_4,
3790,9780063016408,genre_4,
3791,9781728215693,genre_4,
3792,9780525520351,genre_4,
3793,9781250624161,genre_4,
3794,9780778389330,genre_4,
3795,9780593101902,genre_4,
3796,9781250269546,genre_4,
3797,9780063000803,genre_4,
3798,9781594487330,genre_4,
3799,9780062955456,genre_4,
3800,9780593230954,genre_4,
3801,9781335430991,genre_4,
3802,9780062662620,genre_4,
3803,9780593198629,genre_4,
3804,9780593198124,genre_4,
3805,9781984803160,genre_4,
3806,9781641292696,genre_4,
3807,9781982100599,genre_4,
3808,9781984806130,genre_4,
3809,9780062667632,genre_4,
3810,9781250767028,genre_4,
3811,9780063005549,genre_4,
3812,9780062942852,genre_4,
3813,9780593133842,genre_4,
3814,9780735224650,genre_4,
3815,9780316422048,genre_4,
3816,9781982108847,genre_4,
3817,9781982137335,genre_4,
3818,9780593132852,genre_4,
3819,9781982123949,genre_4,
3820,9780062881922,genre_4,
3821,9781534437678,genre_4,
3822,9780765387561,genre_4,
3823,9780778310150,genre_4,
3824,9781501160837,genre_4,
3825,9780062872937,genre_4,
3826,9780593199305,genre_4,
3827,9781635575637,genre_4,
3828,9780062982650,genre_4,
3829,9780593101605,genre_4,
3830,9781984805409,genre_4,
3831,9781984805706,genre_4,
3832,9780525658184,genre_4,
3833,9780525559474,genre_4,
3834,9780062969651,genre_4,
3835,9780593128480,genre_4,
3836,9780062968500,genre_4,
3837,9781984818355,genre_4,
3838,9781250198709,genre_4,
3839,9781501188817,genre_4,
3840,9780062878366,genre_4,
3841,9780062890078,genre_4,
3842,9780062959928,genre_4,
3843,9781524744618,genre_4,
3844,9781250219688,genre_4,
3845,9781524733452,genre_4,
3846,9780062356345,genre_4,
3847,9781984803276,genre_4,
3848,9781250313225,genre_4,
3849,9781250769862,genre_4,
3850,9780062858108,genre_4,
3851,9780593230251,genre_4,
3852,9780451464415,genre_4,
3853,9781250142894,genre_4,
3854,9781250219367,genre_4,
3855,9781538715918,genre_4,
3856,9781984821348,genre_4,
3857,9780802149121,genre_4,
3858,9781728206141,genre_4,
3859,9781982136451,genre_4,
3860,9780593156858,genre_4,
3861,9780525510444,genre_4,
3862,9780062679161,genre_4,thrillers (fiction)
3863,9780062248572,genre_4,
3864,9780062914095,genre_4,
3865,9780525536291,genre_4,
3866,9781984826787,genre_4,
3867,9780062678164,genre_4,
3868,9781728215723,genre_4,
3869,9780062868930,genre_4,
3870,9780399178955,genre_4,
3871,9780593100813,genre_4,
3872,9780062941237,genre_4,
3873,9781501165429,genre_4,
3874,9780525620785,genre_4,
3875,9781250151360,genre_4,
3876,9780062973054,genre_4,
3877,9781538716625,genre_4,
3878,9781524745172,genre_4,
3879,9781984803627,genre_4,
3880,9780062967282,genre_4,
3881,9780062839077,genre_4,
3882,9781984806239,genre_4,
3883,9781984806734,genre_4,
3884,9781250248732,genre_4,
3885,9780062367686,genre_4,
3886,9780399590917,genre_4,
3887,9781594634697,genre_4,
3888,9781501133510,genre_4,
3889,9781250229861,genre_4,
3890,9780593102527,genre_4,
3891,9780451491756,genre_4,
3892,9781683691433,genre_4,
3893,9781250154224,genre_4,
3894,9780593085424,genre_4,
3895,9781538715642,genre_4,
3896,9781250149442,genre_4,
3897,9780525429760,genre_4,
3898,9780062878137,genre_4,
3899,9780358164081,genre_4,
3900,9781984819888,genre_4,
3901,9781984806116,genre_4,
3902,9780385544801,genre_4,
3903,9781250237279,genre_4,
3904,9780593098660,genre_4,
3905,9781982145217,genre_4,
3906,9780062958501,genre_4,
3907,9780451490742,genre_4,
3908,9780062941503,genre_4,
3909,9781982137441,genre_4,
3910,9780593135235,genre_4,
3911,9780525521143,genre_4,
3912,9780062838209,genre_4,
3913,9780593100066,genre_4,
3914,9780062914804,genre_4,
3915,9781942658702,genre_4,
3916,9780778369110,genre_4,
3917,9780385348713,genre_4,
3918,9780451492074,genre_4,
3919,9781250236609,genre_4,
3920,9781984878618,genre_4,
3921,9781250207203,genre_4,
3922,9781250219596,genre_4,
3923,9780062909879,genre_4,
3924,9780440000174,genre_4,
3925,9781984820150,genre_4,
3926,9781525836268,genre_4,
3927,9780062872852,genre_4,love stories
3928,9780062931092,genre_4,
3929,9781492666905,genre_4,
3930,9781250087331,genre_4,
3931,9780062938558,genre_4,
3932,9781250209764,genre_4,
3933,9781984805171,genre_4,
3934,9781982126766,genre_4,
3935,9780525540670,genre_4,
3936,9781984854780,genre_4,
3937,9781984806468,genre_4,
3938,9781525805981,genre_4,
3939,9780062913722,genre_4,
3940,9780778330776,genre_4,
3941,9781525809781,genre_4,
3942,9780593100349,genre_4,
3943,9780525541905,genre_4,
3944,9781524742904,genre_4,
3945,9780593099131,genre_4,
3946,9781643851631,genre_4,thrillers (fiction)
3947,9780525542315,genre_4,
3948,9781984806093,genre_4,
3949,9781984855176,genre_4,
3950,9781984802682,genre_4,
3951,9780062964564,genre_4,
3952,9781250103482,genre_4,
3953,9780062941206,genre_4,
3954,9781501190100,genre_4,
3955,9781643851358,genre_4,
3956,9780385541213,genre_4,
3957,9780316485340,genre_4,
3958,9781534439863,genre_4,
3959,9780316449885,genre_4,
3960,9781250313072,genre_4,
3961,9780385539302,genre_4,
3962,9781538731338,genre_4,
3963,9781984805423,genre_4,
3964,9781616209131,genre_4,
3965,9781984802217,genre_4,
3966,9781984806376,genre_4,
3967,9780062200679,genre_4,
3968,9781982135706,genre_4,
3969,9781250265708,genre_4,
3970,9780399562488,genre_4,
3971,9780358023937,genre_4,
3972,9780812996548,genre_4,
3973,9780451492470,genre_4,
3974,9780062913463,genre_4,
3975,9780062890047,genre_4,
3976,9781250204448,genre_4,
3977,9780399590597,genre_4,
3978,9781984805386,genre_4,
3979,9780393652703,genre_4,
3980,9781984805683,genre_4,
3981,9781476749297,genre_4,
3982,9780062958464,genre_4,
3983,9780062963673,genre_4,
3984,9780525656159,genre_4,
3985,9780525535270,genre_4,
3986,9780062878342,genre_4,
3987,9781250047328,genre_4,
3988,9781524796747,genre_4,
3989,9781984823793,genre_4,science fiction
3990,9780451489425,genre_4,
3991,9781984818232,genre_4,
3992,9781250317995,genre_4,
3993,9780812992861,genre_4,
3994,9781984803788,genre_4,
3995,9780062878090,genre_4,
3996,9780062858085,genre_4,suspense fiction
3997,9781501188770,genre_4,
3998,9780440000860,genre_4,
3999,9781250142863,genre_4,
4000,9781524744588,genre_4,
4001,9781250219657,genre_4,
4002,9781984802194,genre_4,
4003,9781982135669,genre_4,
4004,9780062855312,genre_4,suspense fiction
4005,9780062390011,genre_4,
4006,9780062692078,genre_4,
4007,9780525620754,genre_4,
4008,9781525834257,genre_4,
4009,9781524745141,genre_4,
4010,9780399563058,genre_4,
4011,9780451491879,genre_4,
4012,9780399182105,genre_4,
4013,9780385537070,genre_4,
4014,9780062872838,genre_4,humorous fiction
4015,9781524759780,genre_4,
4016,9781250174611,genre_4,fantasy fiction
4017,9781594634734,genre_4,
4018,9780525619246,genre_4,
4019,9781984802798,genre_4,
4020,9781984803252,genre_4,
4021,9781492689386,genre_4,
4022,9780778307747,genre_4,
4023,9781501133480,genre_4,
4024,9781250126108,genre_4,
4025,9780425281291,genre_4,
4026,9780062839053,genre_4,
4027,9780062862822,genre_4,
4028,9781328974648,genre_4,
4029,9780451490827,genre_4,
4030,9781501128035,genre_4,
4031,9781250195524,genre_4,
4032,9781250316776,genre_4,
4033,9781250295637,genre_4,
4034,9781984853752,genre_4,
4035,9781492671527,genre_4,
4036,9780525539889,genre_4,
4037,9780385543897,genre_4,
4038,9781250200358,genre_4,
4039,9781683319979,genre_4,
4040,9781250120922,genre_4,
4041,9781524796372,genre_4,
4042,9780374156022,genre_4,
4043,9780385541381,genre_4,
4044,9781400069996,genre_4,
4045,9781984822178,genre_4,
4046,9781635572582,genre_4,suspense fiction
4047,9780525511380,genre_4,
4048,9781501196010,genre_4,
4049,9780451491725,genre_4,
4050,9781328577856,genre_4,
4051,9780525521877,genre_4,
4052,9780399587047,genre_4,
4053,9780451492159,genre_4,
4054,9780778369356,genre_4,
4055,9780451490711,genre_4,
4056,9781524798628,genre_4,
4057,9780778369103,genre_4,
4058,9780802129031,genre_4,
4059,9781250137661,genre_4,
4060,9780062358202,genre_4,
4061,9781984802439,genre_4,
4062,9781250105684,genre_4,
4063,9781524799014,genre_4,
4064,9781626728080,genre_4,
4065,9780525622109,genre_4,
4066,9780544808256,genre_4,
4067,9781250301697,genre_4,
4068,9780062740373,genre_4,
4069,9781635570298,genre_4,
4070,9781250202444,genre_4,
4071,9781101885994,genre_4,
4072,9781101990513,genre_4,
4073,9781492666868,genre_4,
4074,9780345540027,genre_4,
4075,9781250133731,genre_4,
4076,9781501190070,genre_4,
4077,9781616206772,genre_4,
4078,9781524799717,genre_4,
4079,9781501197406,genre_4,
4080,9781328473011,genre_4,
4081,9780765399298,genre_4,
4082,9780440000457,genre_4,
4083,9780743298070,genre_4,suspense fiction
4084,9780812994162,genre_4,
4085,9780399586101,genre_4,
4086,9780525509509,genre_4,
4087,9781984823014,genre_4,
4088,9780385544238,genre_4,
4089,9780374123697,genre_4,
4090,9780399593512,genre_4,
4091,9781250067869,genre_4,
4092,9780525511748,genre_4,
4093,9780316491341,genre_4,
4094,9781328987822,genre_4,
4095,9781524747800,genre_4,
4096,9781250069825,genre_4,
4097,9781250066206,genre_4,
4098,9780316449717,genre_4,
4099,9780062663849,genre_4,
4100,9781250087300,genre_4,
4101,9780802128782,genre_4,
4102,9780735224629,genre_4,
4103,9780399587689,genre_4,
4104,9780062684561,genre_4,
4105,9781451649390,genre_4,
4106,9781476740188,genre_4,
4107,9781984828095,genre_4,
4108,9780525574682,genre_4,
4109,9781501194900,genre_4,
4110,9780316176637,genre_4,historical fiction
4111,9781250193162,genre_4,
4112,9780778330783,genre_4,suspense fiction
4113,9781501165856,genre_4,
4114,9781250182265,genre_4,
4115,9780756414764,genre_4,
4116,9780451492678,genre_4,
4117,9781250295187,genre_4,
4118,9780812997415,genre_4,
4119,9781492657965,genre_4,
4120,9780425283523,genre_4,
4121,9780451489111,genre_4,
4122,9780440000785,genre_4,
4123,9781524742959,genre_4,
4124,9781250164193,genre_4,
4125,9780451489395,genre_4,
4126,9780399178788,genre_4,
4127,9781250191984,genre_4,
4128,9781492665274,genre_4,
4129,9781250295163,genre_4,
4130,9780316547185,genre_4,
4131,9780399584466,genre_4,
4132,9780385542722,genre_4,
4133,9781101966310,genre_4,
4134,9780425286166,genre_4,
4135,9781681777665,genre_4,time-travel fiction
4136,9780399180989,genre_4,
4137,9781501170065,genre_4,
4138,9781250170750,genre_4,
4139,9780525521228,genre_4,
4140,9781501160790,genre_4,
4141,9780399178924,genre_4,
4142,9781250154194,genre_4,
4143,9780451490803,genre_4,
4144,9780062676788,genre_4,mystery in literature
4145,9780525520375,genre_4,
4146,9781250151339,genre_4,
4147,9781250086082,genre_4,
4148,9780451490346,genre_4,
4149,9780451488411,genre_4,
4150,9780735214767,genre_4,
4151,9780374228194,genre_4,
4152,9780804178020,genre_4,
4153,9781501153198,genre_4,
4154,9781492656623,genre_4,
4155,9781101967386,genre_4,
4156,9780062696793,genre_4,detective and mystery fiction
4157,9780399585326,genre_4,
4158,9781501156212,genre_4,
4159,9780735218727,genre_4,
4160,9781683690139,genre_4,regency fiction
4161,9781501154645,genre_4,
4162,9780399180163,genre_4,
4163,9781631494130,genre_4,
4164,9780316556347,genre_4,
4165,9780399592867,genre_4,
4166,9780062427052,genre_4,
4167,9780451495327,genre_4,
4168,9780399587924,genre_4,
4169,9781594488405,genre_4,
4170,9780385542418,genre_4,
4171,9780425281314,genre_4,
4172,9781250144843,genre_4,
4173,9781476717807,genre_4,
4174,9780062389923,genre_4,suspense fiction
4175,9780451490537,genre_4,
4176,9780062686664,genre_4,
4177,9780812996067,genre_4,
4178,9781250074256,genre_4,
4179,9780451476203,genre_4,
4180,9780399586934,genre_4,
4181,9780525522874,genre_4,
4182,9780062678966,genre_4,
4183,9780312577230,genre_4,
4184,9781250105639,genre_4,
4185,9780425284124,genre_4,
4186,9781616201340,genre_4,
4187,9780399592881,genre_4,
4188,9780399585968,genre_4,
4189,9780399590504,genre_4,
4190,9781101885963,genre_4,
4191,9781492646617,genre_4,
4192,9780735213180,genre_4,
4193,9780062678416,genre_4,
4194,9780399587665,genre_4,
4195,9781250130921,genre_4,
4196,9780393608533,genre_4,
4197,9780399585272,genre_4,
4198,9780765393586,genre_4,
4199,9780399562457,genre_4,
4200,9780399586064,genre_4,
4201,9781400069903,genre_4,
4202,9780062678102,genre_4,
4203,9780399593482,genre_4,
4204,9780062694058,genre_4,
4205,9781627792769,genre_4,
4206,9780062663726,genre_4,
4207,9781250124029,genre_4,
4208,9780316435314,genre_4,
4209,9780553448122,genre_4,
4210,9780062313119,genre_4,
4211,9781250087270,genre_4,
4212,9780062667571,genre_4,
4213,9780393249897,genre_4,
4214,9781476716732,genre_4,
4215,9781101946152,genre_4,
4216,9780062663115,genre_4,paranormal fiction
4217,9781501137471,genre_4,
4218,9780451488756,genre_4,
4219,9780062693983,genre_4,
4220,9780803741492,genre_4,
4221,9780062659057,genre_4,suspense fiction
4222,9780804176750,genre_4,
4223,9780735214316,genre_4,
4224,9780778328735,genre_4,
4225,9780062685346,genre_4,
4226,9780735224292,genre_4,
4227,9781501162893,genre_4,
4228,9780374203108,genre_4,
4229,9781250106490,genre_4,
4230,9781524741990,genre_4,
4231,9780735223493,genre_4,
4232,9780393254815,genre_4,
4233,9780393635027,genre_4,
4234,9781250066190,genre_4,
4235,9780399178481,genre_4,
4236,9781250141439,genre_4,
4237,9781492647454,genre_4,
4238,9780385541787,genre_4,
4239,9781616205041,genre_4,
4240,9780812989465,genre_4,
4241,9781250121288,genre_4,
4242,9780399174131,genre_4,
4243,9781476789323,genre_4,
4244,9780525954460,genre_4,
4245,9780062105714,genre_4,
4246,9780385343299,genre_4,
4247,9781101985366,genre_4,
4248,9781501156007,genre_4,
4249,9781616205225,genre_4,
4250,9781101990483,genre_4,
4251,9780425284025,genre_4,
4252,9780451495587,genre_4,
4253,9780062645227,genre_4,
4254,9780765392039,genre_4,
4255,9780735216525,genre_4,
4256,9780062654199,genre_4,
4257,9781501139239,genre_4,
4258,9781101987797,genre_4,
4259,9781501116841,genre_4,
4260,9780062289254,genre_4,love stories
4261,9780062661098,genre_4,
4262,9780393609394,genre_4,
4263,9780062651259,genre_4,
4264,9780735220683,genre_4,
4265,9781616206888,genre_4,
4266,9780062129383,genre_4,
4267,9780778330165,genre_4,
4268,9781492649359,genre_4,
4269,9780307959577,genre_4,
