,isbn,variable,value
4270,9781501160769,genre_4,
4271,9780062460226,genre_4,
4272,9780451493583,genre_4,
4273,9780385534246,genre_4,
4274,9780345527868,genre_4,
4275,9781681773643,genre_4,
4276,9781101886724,genre_4,
4277,9780385350907,genre_4,
4278,9780812989403,genre_4,
4279,9780399585012,genre_4,
4280,9780062469687,genre_4,
4281,9781492635826,genre_4,
4282,9781101875681,genre_4,
4283,9780399574634,genre_4,
4284,9781612195971,genre_4,
4285,9780553391961,genre_4,
4286,9781101985595,genre_4,
4287,9781501154829,genre_4,
4288,9780062563668,genre_4,
4289,9780812989885,genre_4,
4290,9780062271631,genre_4,
4291,9780393609097,genre_4,
4292,9780399162107,genre_4,
4293,9780399563089,genre_4,
4294,9780425284155,genre_4,
4295,9780812998269,genre_4,
4296,9780062356260,genre_4,
4297,9781101988299,genre_4,
4298,9781101985137,genre_4,
4299,9781101906750,genre_4,
4300,9781101885932,genre_4,
4301,9781101905609,genre_4,
4302,9780425285046,genre_4,
4303,9781250105608,genre_4,
4304,9780812997279,genre_4,
4305,9781250111173,genre_4,
4306,9781616205812,genre_4,
4307,9780385353540,genre_4,
4308,9780062427021,genre_4,
4309,9780062451941,genre_4,
4310,9781400069880,genre_4,
4311,9780385541527,genre_4,
4312,9780062225559,genre_4,
4313,9780804178808,genre_4,
4314,9780374534974,genre_4,
4315,9781476799209,genre_4,
4316,9780062290427,genre_4,
4317,9780399174490,genre_4,
4318,9780062656285,genre_4,
4319,9781594203985,genre_4,
4320,9781492637257,genre_4,
4321,9780399184512,genre_4,
4322,9781250057181,genre_4,
4323,9780670026333,genre_4,
4324,9780544527959,genre_4,
4325,9781250090034,genre_4,
4326,9780062409201,genre_4,
4327,9780345544957,genre_4,
4328,9780316403436,genre_4,
4329,9780345540676,genre_4,
4330,9781250103420,genre_4,
4331,9780345539960,genre_4,
4332,9781101988664,genre_4,
4333,9780062467256,genre_4,
4334,9781616206178,genre_4,
4335,9780451495976,genre_4,
4336,9781501133862,genre_4,
4337,9780062491794,genre_4,
4338,9780393293012,genre_4,
4339,9781632864499,genre_4,
4340,9781250078551,genre_4,
4341,9781101984994,genre_4,
4342,9780393241655,genre_4,
4343,9780735221086,genre_4,
4344,9780812996395,genre_4,
4345,9781101981207,genre_4,
4346,9781250121004,genre_4,
4347,9781250022134,genre_4,
4348,9780062405616,genre_4,
4349,9781101991633,genre_4,
4350,9781250061577,genre_4,
4351,9781101875612,genre_4,
4352,9781101904220,genre_4,
4353,9780399165214,genre_4,
4354,9780393241686,genre_4,
4355,9781250069795,genre_4,
4356,9781101965085,genre_4,
4357,9780385541404,genre_4,
4358,9781250097910,genre_4,
4359,9781501132933,genre_4,
4360,9780143108573,genre_4,
4361,9781101988640,genre_4,
4362,9781250063700,genre_4,
4363,9781101947135,genre_4,
4364,9780385540599,genre_4,
4365,9780316228046,genre_4,
4366,9780393245448,genre_4,
4367,9781501126222,genre_4,
4368,9780812998320,genre_4,
4369,9780804141260,genre_4,
4370,9781250092144,genre_4,
4371,9781501142536,genre_4,
4372,9781501124372,genre_4,
4373,9781101875940,genre_4,
4374,9780312380366,genre_4,
4375,9780062200631,genre_4,
4376,9780062083456,genre_4,legal stories
4377,9781101987490,genre_4,
4378,9780393285543,genre_4,
4379,9780385540162,genre_4,
4380,9781476777405,genre_4,
4381,9781101883075,genre_4,
4382,9780804177900,genre_4,
4383,9780373789764,genre_4,
4384,9781605989747,genre_4,
4385,9780765385505,genre_4,
4386,9781501121043,genre_4,
4387,9780399174469,genre_4,
4388,9780399175169,genre_4,
4389,9781400068326,genre_4,
4390,9780451474476,genre_4,
4391,9781101875599,genre_4,
4392,9780525955092,genre_4,
4393,9780399169496,genre_4,
4394,9781501124211,genre_4,
4395,9781451686630,genre_4,
4396,9780062388148,genre_4,
4397,9780812993103,genre_4,
4398,9781616205027,genre_4,
4399,9780062414212,genre_4,
4400,9780143128489,genre_4,
4401,9780399174124,genre_4,
4402,9780373789177,genre_4,
4403,9780525954576,genre_4,
4404,9781612195001,genre_4,
4405,9780062105684,genre_4,
4406,9780062413710,genre_4,
4407,9780385540025,genre_4,
4408,9780553391923,genre_4,
4409,9780399160301,genre_4,
4410,9780345528698,genre_4,
4411,9781492623441,genre_4,
4412,9780385539289,genre_4,
4413,9781250074539,genre_4,
4414,9780385541039,genre_4,
4415,9781250051905,genre_4,
4416,9780345545961,genre_4,
4417,9780062413864,genre_4,
4418,9780316342513,genre_4,
4419,9781400067695,genre_4,
4420,9781501116971,genre_4,
4421,9781940456362,genre_4,ghost stories
4422,9780374290252,genre_4,
4423,9780385539463,genre_4,
4424,9780425260746,genre_4,
4425,9781501107832,genre_4,
4426,9781455525928,genre_4,
4427,9781101874141,genre_4,
4428,9781616203573,genre_4,
4429,9780399171314,genre_4,
4430,9780385540353,genre_4,
4431,9780670025770,genre_4,
4432,9780062351425,genre_4,detective and mystery fiction
4433,9780525954330,genre_4,
4434,9780385353779,genre_4,
4435,9780393248678,genre_4,
4436,9780812998689,genre_4,
4437,9781616204136,genre_4,
4438,9780525426592,genre_4,
4439,9781250069177,genre_4,
4440,9781492617891,genre_4,
4441,9780804178778,genre_4,
4442,9781476798172,genre_4,
4443,9780062390547,genre_4,
4444,9781616202613,genre_4,
4445,9781594634475,genre_4,
4446,9780393239294,genre_4,
4447,9781250077004,genre_4,
4448,9780544409910,genre_4,
4449,9780399174001,genre_4,
4450,9781250049582,genre_4,
4451,9781250077172,genre_4,
4452,9781605988443,genre_4,
4453,9781501105432,genre_4,
4454,9781616204204,genre_4,
4455,9781631490477,genre_4,
4456,9780804177993,genre_4,
4457,9781451693591,genre_4,
4458,9781250022080,genre_4,
4459,9781501112317,genre_4,
4460,9780761184997,genre_4,
4461,9780062364838,genre_4,
4462,9781476743653,genre_4,
4463,9780373780129,genre_4,
4464,9780345534187,genre_4,
4465,9780345544049,genre_4,
4466,9781476776880,genre_4,
4467,9781455586738,genre_4,
4468,9781250034588,genre_4,
4469,9780525429142,genre_4,
4470,9781501115066,genre_4,
4471,9780385342940,genre_4,
4472,9781101875049,genre_4,
4473,9781476789255,genre_4,
4474,9781250063694,genre_4,
4475,9780553418774,genre_4,
4476,9780316334525,genre_4,
4477,9780062290397,genre_4,
4478,9781400063369,genre_4,
4479,9781250054807,genre_4,
4480,9780316176538,genre_4,
4481,9780385352871,genre_4,
4482,9781250028594,genre_4,
4483,9780544330146,genre_4,
4484,9781101875896,genre_4,
4485,9781619634442,genre_4,
4486,9780804179034,genre_4,
4487,9780307700322,genre_4,
4488,9780062190376,genre_4,
4489,9780385539586,genre_4,
4490,9780812993158,genre_4,
4491,9781455557103,genre_4,
4492,9780061670893,genre_4,
4493,9780804178112,genre_4,
4494,9781476717777,genre_4,
4495,9780385523233,genre_4,
4496,9780062311115,genre_4,
4497,9781492602026,genre_4,
4498,9780062225467,genre_4,
4499,9780425270189,genre_4,
4500,9781451694147,genre_4,
4501,9780316212243,genre_4,
4502,9780062362858,genre_4,
4503,9780316284943,genre_4,
4504,9780399172779,genre_4,
4505,9780812996678,genre_4,
4506,9780307408860,genre_4,
4507,9780062224101,genre_4,
4508,9781476778068,genre_4,
4509,9781612194424,genre_4,
4510,9780804178426,genre_4,
4511,9780385539043,genre_4,
4512,9781250056450,genre_4,
4513,9780062282569,genre_4,
4514,9780345531797,genre_4,
4515,9780062072948,genre_4,
4516,9780062339485,genre_4,
4517,9780765376459,genre_4,
4518,9781101874271,genre_4,
4519,9780399169526,genre_4,
4520,9781250019837,genre_4,
4521,9780345539939,genre_4,
4522,9780345539816,genre_4,
4523,9781616954765,genre_4,
4524,9781594633669,genre_4,
4525,9781402298684,genre_4,
4526,9780804176378,genre_4,
4527,9780804178983,genre_4,
4528,9781476767314,genre_4,
4529,9781402294518,genre_4,
4530,9781616954239,genre_4,
4531,9780316225939,genre_4,
4532,9780062127181,genre_4,
4533,9781605986586,genre_4,
4534,9780547628400,genre_4,
4535,9780062068514,genre_4,
4536,9780393245622,genre_4,
4537,9780802123213,genre_4,
4538,9780143126478,genre_4,
4539,9780062365583,genre_4,
4540,9780062225061,genre_4,
4541,9781250057150,genre_4,
4542,9781476764023,genre_4,
4543,9781616149987,genre_4,
4544,9781250035608,genre_4,
4545,9780345544926,genre_4,
4546,9781455553617,genre_4,
4547,9780307700315,genre_4,
4548,9781439187036,genre_4,
4549,9781250046369,genre_4,
4550,9780393240238,genre_4,
4551,9780670026326,genre_4,
4552,9780385536998,genre_4,
4553,9780061957956,genre_4,
4554,9781594745263,genre_4,
4555,9781402258732,genre_4,
4556,9780385353304,genre_4,
4557,9780385539708,genre_4,
4558,9780062223197,genre_4,
4559,9781594633119,genre_4,
4560,9781400067244,genre_4,
4561,9780062306814,genre_4,
4562,9781476749785,genre_4,
4563,9780670015672,genre_4,
4564,9781402294457,genre_4,
4565,9780399167065,genre_4,
4566,9780062106070,genre_4,
4567,9780765375865,genre_4,
4568,9780062237194,genre_4,
4569,9780062259301,genre_4,
4570,9780385534833,genre_4,
4571,9780393243024,genre_4,
4572,9780062290366,genre_4,fantasy fiction
4573,9780316250818,genre_4,
4574,9780670014736,genre_4,
4575,9781594205194,genre_4,
4576,9780525426585,genre_4,
4577,9781616148850,genre_4,
4578,9781250049377,genre_4,
4579,9781594746857,genre_4,
4580,9780062132529,genre_4,
4581,9780446578936,genre_4,
4582,9780062309662,genre_4,
4583,9780316099752,genre_4,
4584,9780804138819,genre_4,
4585,9780345537263,genre_4,
4586,9781476764580,genre_4,
4587,9780812993271,genre_4,
4588,9780812992892,genre_4,
4589,9780393089578,genre_4,
4590,9780804138567,genre_4,
4591,9781476746586,genre_4,
4592,9781250045638,genre_4,
4593,9781455574032,genre_4,
4594,9780385741262,genre_4,
4595,9780062259653,genre_4,
4596,9780062331151,genre_4,
4597,9781400069620,genre_4,
4598,9781402282485,genre_4,
4599,9781451655094,genre_4,
4600,9781250043368,genre_4,
4601,9780316324687,genre_4,
4602,9780062205742,genre_4,
4603,9780307377937,genre_4,
4604,9781476733807,genre_4,
4605,9780802122643,genre_4,
4606,9780393060058,genre_4,
4607,9780451419484,genre_4,
4608,9780316243391,genre_4,
4609,9781616203214,genre_4,
4610,9781451627930,genre_4,
4611,9780547792774,genre_4,
4612,9780761178972,genre_4,
4613,9780802122346,genre_4,
4614,9780399165528,genre_4,
4615,9781250041197,genre_4,
4616,9780812995206,genre_4,
4617,9780062014559,genre_4,
4618,9780385348454,genre_4,
4619,9780804137447,genre_4,
4620,9780062291400,genre_4,
4621,9780345539786,genre_4,
4622,9780062088253,genre_4,
4623,9780307379979,genre_4,
4624,9780385537629,genre_4,
4625,9780062083395,genre_4,
4626,9780385533508,genre_4,
4627,9780385538497,genre_4,
4628,9780062285539,genre_4,
4629,9780804139021,genre_4,
4630,9781250019806,genre_4,
4631,9780385344050,genre_4,
4632,9781612192642,genre_4,
4633,9780770436858,genre_4,
4634,9780062196248,genre_4,
4635,9780062279972,genre_4,
4636,9780393240825,genre_4,
4637,9780062236739,genre_4,
4638,9780679643753,genre_4,
4639,9780307958846,genre_4,
4640,9780143124733,genre_4,
4641,9781476705996,genre_4,
4642,9780553808032,genre_4,
4643,9781250039569,genre_4,
4644,9780062068545,genre_4,
4645,9780765332066,genre_4,
4646,9780307452955,genre_4,
4647,9780143121558,genre_4,
4648,9780307269874,genre_4,
4649,9780062136589,genre_4,
4650,9780385530903,genre_4,
4651,9780871403766,genre_4,
4652,9780316218955,genre_4,
4653,9780062105653,genre_4,
4654,9781616953041,genre_4,
4655,9781250028969,genre_4,
4656,9781476711959,genre_4,
4657,9780312606848,genre_4,
4658,9780062107312,genre_4,
4659,9781402284281,genre_4,
4660,9780385351232,genre_4,
4661,9780812995862,genre_4,
4662,9780062069184,genre_4,
4663,9780307265746,genre_4,
4664,9780061941023,genre_4,
4665,9780807001813,genre_4,
4666,9780811221665,genre_4,
4667,9781612193496,genre_4,
4668,9781476729084,genre_4,
4669,9780316055437,genre_4,
4670,9781594486432,genre_4,
4671,9780307718969,genre_4,
4672,9780345522023,genre_4,
4673,9780316243919,genre_4,
4674,9781451645606,genre_4,
4675,9780778315339,genre_4,
4676,9780312655471,genre_4,
4677,9781400067886,genre_4,
4678,9781250030955,genre_4,
4679,9780060779634,genre_4,
4680,9780063050006,genre_5,
4681,9780440001584,genre_5,
4682,9780593100585,genre_5,
4683,9781250767943,genre_5,
4684,9781250268822,genre_5,
4685,9780358197058,genre_5,
4686,9781616207014,genre_5,
4687,9780062941275,genre_5,
4688,9781524796402,genre_5,
4689,9780778311010,genre_5,
4690,9780062943477,genre_5,
4691,9780525539766,genre_5,
4692,9781250249258,genre_5,
4693,9780062980038,genre_5,
4694,9781250759665,genre_5,
4695,9781250241702,genre_5,
4696,9781250174666,genre_5,
4697,9780593099940,genre_5,
4698,9781250178602,genre_5,
4699,9781250232427,genre_5,
4700,9781982134198,genre_5,
4701,9780063005631,genre_5,
4702,9781335912794,genre_5,
4703,9780451492180,genre_5,
4704,9780062878151,genre_5,
4705,9780778311027,genre_5,
4706,9780593158807,genre_5,
4707,9780593099483,genre_5,
4708,9781984881663,genre_5,
4709,9780399182280,genre_5,
4710,9781250245496,genre_5,
4711,9781982151591,genre_5,
4712,9781250213594,genre_5,
4713,9781635575422,genre_5,
4714,9781951142247,genre_5,
4715,9781250772800,genre_5,
4716,9780593201602,genre_5,
4717,9780593200124,genre_5,
4718,9781683691686,genre_5,
4719,9781250273017,genre_5,
4720,9781492682721,genre_5,
4721,9780062457400,genre_5,
4722,9781984804785,genre_5,
4723,9780062933966,genre_5,
4724,9780593191200,genre_5,
4725,9781525810008,genre_5,
4726,9780063016408,genre_5,
4727,9781728215693,genre_5,
4728,9780525520351,genre_5,
4729,9781250624161,genre_5,
4730,9780778389330,genre_5,
4731,9780593101902,genre_5,
4732,9781250269546,genre_5,
4733,9780063000803,genre_5,
4734,9781594487330,genre_5,
4735,9780062955456,genre_5,
4736,9780593230954,genre_5,
4737,9781335430991,genre_5,
4738,9780062662620,genre_5,
4739,9780593198629,genre_5,
4740,9780593198124,genre_5,
4741,9781984803160,genre_5,
4742,9781641292696,genre_5,
4743,9781982100599,genre_5,
4744,9781984806130,genre_5,
4745,9780062667632,genre_5,
4746,9781250767028,genre_5,
4747,9780063005549,genre_5,
4748,9780062942852,genre_5,
4749,9780593133842,genre_5,
4750,9780735224650,genre_5,
4751,9780316422048,genre_5,
4752,9781982108847,genre_5,
4753,9781982137335,genre_5,
4754,9780593132852,genre_5,
4755,9781982123949,genre_5,
4756,9780062881922,genre_5,
4757,9781534437678,genre_5,
4758,9780765387561,genre_5,
4759,9780778310150,genre_5,
4760,9781501160837,genre_5,
4761,9780062872937,genre_5,
4762,9780593199305,genre_5,
4763,9781635575637,genre_5,
4764,9780062982650,genre_5,
4765,9780593101605,genre_5,
4766,9781984805409,genre_5,
4767,9781984805706,genre_5,
4768,9780525658184,genre_5,
4769,9780525559474,genre_5,
4770,9780062969651,genre_5,
4771,9780593128480,genre_5,
4772,9780062968500,genre_5,
4773,9781984818355,genre_5,
4774,9781250198709,genre_5,
4775,9781501188817,genre_5,
4776,9780062878366,genre_5,
4777,9780062890078,genre_5,
4778,9780062959928,genre_5,
4779,9781524744618,genre_5,
4780,9781250219688,genre_5,
4781,9781524733452,genre_5,
4782,9780062356345,genre_5,
4783,9781984803276,genre_5,
4784,9781250313225,genre_5,
4785,9781250769862,genre_5,
4786,9780062858108,genre_5,
4787,9780593230251,genre_5,
4788,9780451464415,genre_5,
4789,9781250142894,genre_5,
4790,9781250219367,genre_5,
4791,9781538715918,genre_5,
4792,9781984821348,genre_5,
4793,9780802149121,genre_5,
4794,9781728206141,genre_5,
4795,9781982136451,genre_5,
4796,9780593156858,genre_5,
4797,9780525510444,genre_5,
4798,9780062679161,genre_5,suspense fiction
4799,9780062248572,genre_5,
4800,9780062914095,genre_5,
4801,9780525536291,genre_5,
4802,9781984826787,genre_5,
4803,9780062678164,genre_5,
4804,9781728215723,genre_5,
4805,9780062868930,genre_5,
4806,9780399178955,genre_5,
4807,9780593100813,genre_5,
4808,9780062941237,genre_5,
4809,9781501165429,genre_5,
4810,9780525620785,genre_5,
4811,9781250151360,genre_5,
4812,9780062973054,genre_5,
4813,9781538716625,genre_5,
4814,9781524745172,genre_5,
4815,9781984803627,genre_5,
4816,9780062967282,genre_5,
4817,9780062839077,genre_5,
4818,9781984806239,genre_5,
4819,9781984806734,genre_5,
4820,9781250248732,genre_5,
4821,9780062367686,genre_5,
4822,9780399590917,genre_5,
4823,9781594634697,genre_5,
4824,9781501133510,genre_5,
4825,9781250229861,genre_5,
4826,9780593102527,genre_5,
4827,9780451491756,genre_5,
4828,9781683691433,genre_5,
4829,9781250154224,genre_5,
4830,9780593085424,genre_5,
4831,9781538715642,genre_5,
4832,9781250149442,genre_5,
4833,9780525429760,genre_5,
4834,9780062878137,genre_5,
4835,9780358164081,genre_5,
4836,9781984819888,genre_5,
4837,9781984806116,genre_5,
4838,9780385544801,genre_5,
4839,9781250237279,genre_5,
4840,9780593098660,genre_5,
4841,9781982145217,genre_5,
4842,9780062958501,genre_5,
4843,9780451490742,genre_5,
4844,9780062941503,genre_5,
4845,9781982137441,genre_5,
4846,9780593135235,genre_5,
4847,9780525521143,genre_5,
4848,9780062838209,genre_5,
4849,9780593100066,genre_5,
4850,9780062914804,genre_5,
4851,9781942658702,genre_5,
4852,9780778369110,genre_5,
4853,9780385348713,genre_5,
4854,9780451492074,genre_5,
4855,9781250236609,genre_5,
4856,9781984878618,genre_5,
4857,9781250207203,genre_5,
4858,9781250219596,genre_5,
4859,9780062909879,genre_5,
4860,9780440000174,genre_5,
4861,9781984820150,genre_5,
4862,9781525836268,genre_5,
4863,9780062872852,genre_5,
4864,9780062931092,genre_5,
4865,9781492666905,genre_5,
4866,9781250087331,genre_5,
4867,9780062938558,genre_5,
4868,9781250209764,genre_5,
4869,9781984805171,genre_5,
4870,9781982126766,genre_5,
4871,9780525540670,genre_5,
4872,9781984854780,genre_5,
4873,9781984806468,genre_5,
4874,9781525805981,genre_5,
4875,9780062913722,genre_5,
4876,9780778330776,genre_5,
4877,9781525809781,genre_5,
4878,9780593100349,genre_5,
4879,9780525541905,genre_5,
4880,9781524742904,genre_5,
4881,9780593099131,genre_5,
4882,9781643851631,genre_5,suspense fiction
4883,9780525542315,genre_5,
4884,9781984806093,genre_5,
4885,9781984855176,genre_5,
4886,9781984802682,genre_5,
4887,9780062964564,genre_5,
4888,9781250103482,genre_5,
4889,9780062941206,genre_5,
4890,9781501190100,genre_5,
4891,9781643851358,genre_5,
4892,9780385541213,genre_5,
4893,9780316485340,genre_5,
4894,9781534439863,genre_5,
4895,9780316449885,genre_5,
4896,9781250313072,genre_5,
4897,9780385539302,genre_5,
4898,9781538731338,genre_5,
4899,9781984805423,genre_5,
4900,9781616209131,genre_5,
4901,9781984802217,genre_5,
4902,9781984806376,genre_5,
4903,9780062200679,genre_5,
4904,9781982135706,genre_5,
4905,9781250265708,genre_5,
4906,9780399562488,genre_5,
4907,9780358023937,genre_5,
4908,9780812996548,genre_5,
4909,9780451492470,genre_5,
4910,9780062913463,genre_5,
4911,9780062890047,genre_5,
4912,9781250204448,genre_5,
4913,9780399590597,genre_5,
4914,9781984805386,genre_5,
4915,9780393652703,genre_5,
4916,9781984805683,genre_5,
4917,9781476749297,genre_5,
4918,9780062958464,genre_5,
4919,9780062963673,genre_5,
4920,9780525656159,genre_5,
4921,9780525535270,genre_5,
4922,9780062878342,genre_5,
4923,9781250047328,genre_5,
4924,9781524796747,genre_5,
4925,9781984823793,genre_5,
4926,9780451489425,genre_5,
4927,9781984818232,genre_5,
4928,9781250317995,genre_5,
4929,9780812992861,genre_5,
4930,9781984803788,genre_5,
4931,9780062878090,genre_5,
4932,9780062858085,genre_5,
4933,9781501188770,genre_5,
4934,9780440000860,genre_5,
4935,9781250142863,genre_5,
